entity_name,rp_entity_id,date_nyse_1530,daily_score,n_positive,n_negative,n_neutral,n_unclear,volume,signal_7d,signal_30d,volume_7d,volume_30d
10X Genomics Inc.,A0B7C8,2021-02-17,-1.0,0.0,5.0,0.0,0.0,5.0,-1.0,-1.0,5.0,5.0
3D Systems Corp.,E74B55,2021-06-15,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
A.O. Smith Corp.,B4703C,2021-04-29,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
ADMA Biologics Inc.,D07B07,2021-06-01,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
AMC Entertainment Holdings Inc.,A3800A,2021-03-26,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
ARM Holdings PLC,PPCM8I,2021-02-08,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-10,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
ASE Technology Holding Co. Ltd.,17F6AD,2021-04-28,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
AT&T Inc.,251988,2021-04-12,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AT&T Inc.,251988,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
AT&T Inc.,251988,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
AT&T Inc.,251988,2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
AT&T Inc.,251988,2021-04-22,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,2.0
Acuity Inc.,66A667,2021-03-31,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Adient PLC,F88FA9,2021-02-24,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0,2.0,2.0
Advance Auto Parts Inc.,F39E1E,2021-06-02,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-06,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Advanced Micro Devices Inc.,69345C,2021-05-13,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-05-24,1.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-27,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-28,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-29,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-30,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-01,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,4.0
Advanced Micro Devices Inc.,69345C,2021-06-02,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,4.0
Advanced Micro Devices Inc.,69345C,2021-06-03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,4.0
Advanced Micro Devices Inc.,69345C,2021-06-04,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,4.0
Advanced Micro Devices Inc.,69345C,2021-06-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Advanced Micro Devices Inc.,69345C,2021-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Advanced Micro Devices Inc.,69345C,2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Advanced Micro Devices Inc.,69345C,2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Advanced Micro Devices Inc.,69345C,2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Advanced Micro Devices Inc.,69345C,2021-06-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Advanced Micro Devices Inc.,69345C,2021-06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Advanced Micro Devices Inc.,69345C,2021-06-28,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,2.0
Advantest Corp.,8D01F2,2021-06-24,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0,2.0,2.0
AeroVironment Inc.,F1EB39,2021-06-22,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-23,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-24,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-26,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-27,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-28,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
AeroVironment Inc.,F1EB39,2021-06-29,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,2.0
Aeva Technologies Inc.,F5117C,2021-05-13,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Akoustis Technologies Inc.,70CA28,2021-05-18,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0
Alcon AG,CD7A06,2021-02-24,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Allegro MicroSystems Inc.,AED763,2021-01-13,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-18,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Allison Transmission Holdings Inc.,9EA947,2021-04-28,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Alpha and Omega Semiconductor Ltd.,A99EEC,2021-05-19,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-02,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-04,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Alphabet Inc.,4A6F00,2021-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Alphabet Inc.,4A6F00,2021-03-30,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,2.0,2.0
Alphabet Inc.,4A6F00,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
Alphabet Inc.,4A6F00,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
Alphabet Inc.,4A6F00,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,2.0
Alphabet Inc.,4A6F00,2021-04-09,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,3.0
Alphabet Inc.,4A6F00,2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,3.0
Alphabet Inc.,4A6F00,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,3.0
Alphabet Inc.,4A6F00,2021-04-12,-1.0,0.0,2.0,0.0,0.0,2.0,-2.0,-3.0,3.0,5.0
Alphabet Inc.,4A6F00,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,3.0,5.0
Alphabet Inc.,4A6F00,2021-04-14,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,3.0,5.0
Alphabet Inc.,4A6F00,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,3.0,5.0
Alphabet Inc.,4A6F00,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,2.0,5.0
Alphabet Inc.,4A6F00,2021-04-17,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,2.0,5.0
Alphabet Inc.,4A6F00,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,2.0,5.0
Alphabet Inc.,4A6F00,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Alphabet Inc.,4A6F00,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Alphabet Inc.,4A6F00,2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Alphabet Inc.,4A6F00,2021-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Alphabet Inc.,4A6F00,2021-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Alphabet Inc.,4A6F00,2021-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Alphabet Inc.,4A6F00,2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
