entity_name,rp_entity_id,date_nyse_1530,daily_score,n_positive,n_negative,n_neutral,n_unclear,volume,signal_7d,signal_30d,volume_7d,volume_30d
Deutsche Bank AG,9B16D5,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Deutsche Bank AG,9B16D5,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Deutsche Bank AG,9B16D5,2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Deutsche Bank AG,9B16D5,2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Deutsche Bank AG,9B16D5,2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Deutsche Bank AG,9B16D5,2021-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Deutsche Bank AG,9B16D5,2021-06-16,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Deutsche Bank AG,9B16D5,2021-06-17,-1.0,0.0,2.0,0.0,0.0,2.0,-2.0,-2.0,3.0,3.0
Dupont De Nemours Inc.,C8A248,2021-03-19,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Eastman Chemical Co.,D4070C,2021-04-30,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Eastman Kodak Co.,96BFF4,2021-03-16,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Element Solutions Inc.,583223,2021-04-29,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
Emerson Electric Co.,4030E2,2021-04-06,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
EnerSys Inc.,27B191,2021-05-27,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Energous Corp.,A0AD58,2021-02-25,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Enphase Energy Inc.,C44D01,2021-02-09,-1.0,0.0,3.0,0.0,0.0,3.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,3.0,3.0
Enphase Energy Inc.,C44D01,2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,3.0
Enphase Energy Inc.,C44D01,2021-03-12,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Evolv Technologies Holdings Inc.,4D0DAA,2021-06-03,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
FTC Solar Inc.,146E4F,2021-06-08,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Fastenal Co.,92D3A0,2021-04-13,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0,2.0,2.0
FedEx Corp.,6844D2,2021-06-28,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Federal Signal Corp.,4C5CC9,2021-05-04,-1.0,0.0,4.0,0.0,0.0,4.0,-1.0,-1.0,4.0,4.0
Flex Ltd.,B4E00D,2021-03-01,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,1.0,1.0
Flex Ltd.,B4E00D,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Flex Ltd.,B4E00D,2021-06-06,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Flexsteel Industries Inc.,B959AD,2021-04-26,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,1.0
Ford Motor Co.,A6213D,2021-01-11,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-1.0,2.0,2.0
Ford Motor Co.,A6213D,2021-01-12,-1.0,0.0,2.0,0.0,0.0,2.0,-2.0,-2.0,4.0,4.0
Ford Motor Co.,A6213D,2021-01-13,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-3.0,5.0,5.0
Ford Motor Co.,A6213D,2021-01-14,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,5.0,5.0
Ford Motor Co.,A6213D,2021-01-15,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,5.0,5.0
Ford Motor Co.,A6213D,2021-01-16,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,5.0,5.0
Ford Motor Co.,A6213D,2021-01-17,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-3.0,5.0,5.0
Ford Motor Co.,A6213D,2021-01-18,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,3.0,5.0
Ford Motor Co.,A6213D,2021-01-19,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-3.0,1.0,5.0
Ford Motor Co.,A6213D,2021-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-03,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-4.0,2.0,7.0
Ford Motor Co.,A6213D,2021-02-04,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,-5.0,3.0,8.0
Ford Motor Co.,A6213D,2021-02-05,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-6.0,4.0,9.0
Ford Motor Co.,A6213D,2021-02-06,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-6.0,4.0,9.0
Ford Motor Co.,A6213D,2021-02-07,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-6.0,4.0,9.0
Ford Motor Co.,A6213D,2021-02-08,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-6.0,4.0,9.0
Ford Motor Co.,A6213D,2021-02-09,-1.0,0.0,1.0,0.0,0.0,1.0,-4.0,-7.0,5.0,10.0
Ford Motor Co.,A6213D,2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-6.0,3.0,8.0
Ford Motor Co.,A6213D,2021-02-11,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-5.0,2.0,6.0
Ford Motor Co.,A6213D,2021-02-12,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,1.0,5.0
Ford Motor Co.,A6213D,2021-02-13,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,1.0,5.0
Ford Motor Co.,A6213D,2021-02-14,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,1.0,5.0
Ford Motor Co.,A6213D,2021-02-15,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,1.0,5.0
Ford Motor Co.,A6213D,2021-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,5.0
Ford Motor Co.,A6213D,2021-02-24,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-02-25,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-02-26,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-02-27,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-02-28,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-03-01,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-03-02,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,1.0,6.0
Ford Motor Co.,A6213D,2021-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,6.0
Ford Motor Co.,A6213D,2021-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,6.0
Ford Motor Co.,A6213D,2021-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,4.0
Ford Motor Co.,A6213D,2021-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,3.0
Ford Motor Co.,A6213D,2021-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Ford Motor Co.,A6213D,2021-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Ford Motor Co.,A6213D,2021-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Ford Motor Co.,A6213D,2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,2.0
Ford Motor Co.,A6213D,2021-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Ford Motor Co.,A6213D,2021-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Ford Motor Co.,A6213D,2021-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Ford Motor Co.,A6213D,2021-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Ford Motor Co.,A6213D,2021-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Ford Motor Co.,A6213D,2021-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,1.0
Ford Motor Co.,A6213D,2021-03-17,-1.0,0.0,1.0,0.0,0.0,1.0,-1.0,-2.0,1.0,2.0
Ford Motor Co.,A6213D,2021-03-18,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-2.0,1.0,2.0
Ford Motor Co.,A6213D,2021-03-19,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,-3.0,2.0,3.0
Ford Motor Co.,A6213D,2021-03-20,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,2.0,3.0
Ford Motor Co.,A6213D,2021-03-21,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-3.0,2.0,3.0
Ford Motor Co.,A6213D,2021-03-22,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-4.0,3.0,4.0
Ford Motor Co.,A6213D,2021-03-23,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-4.0,3.0,4.0
Ford Motor Co.,A6213D,2021-03-24,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,2.0,4.0
Ford Motor Co.,A6213D,2021-03-25,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,2.0,4.0
Ford Motor Co.,A6213D,2021-03-26,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,-4.0,2.0,4.0
Ford Motor Co.,A6213D,2021-03-27,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,2.0,4.0
Ford Motor Co.,A6213D,2021-03-28,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-4.0,2.0,4.0
Ford Motor Co.,A6213D,2021-03-29,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-4.0,1.0,4.0
Ford Motor Co.,A6213D,2021-03-30,-1.0,0.0,4.0,0.0,0.0,4.0,-2.0,-5.0,5.0,8.0
Ford Motor Co.,A6213D,2021-03-31,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-6.0,6.0,9.0
Ford Motor Co.,A6213D,2021-04-01,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-6.0,6.0,9.0
Ford Motor Co.,A6213D,2021-04-02,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-6.0,5.0,9.0
Ford Motor Co.,A6213D,2021-04-03,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-6.0,5.0,9.0
Ford Motor Co.,A6213D,2021-04-04,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-6.0,5.0,9.0
Ford Motor Co.,A6213D,2021-04-05,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-6.0,5.0,9.0
Ford Motor Co.,A6213D,2021-04-06,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-6.0,1.0,9.0
Ford Motor Co.,A6213D,2021-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,9.0
Ford Motor Co.,A6213D,2021-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,9.0
Ford Motor Co.,A6213D,2021-04-09,-1.0,0.0,2.0,0.0,0.0,2.0,-1.0,-7.0,2.0,11.0
Ford Motor Co.,A6213D,2021-04-10,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-7.0,2.0,11.0
Ford Motor Co.,A6213D,2021-04-11,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-7.0,2.0,11.0
Ford Motor Co.,A6213D,2021-04-12,-1.0,0.0,4.0,0.0,0.0,4.0,-2.0,-8.0,6.0,15.0
Ford Motor Co.,A6213D,2021-04-13,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-8.0,6.0,15.0
Ford Motor Co.,A6213D,2021-04-14,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-9.0,7.0,16.0
Ford Motor Co.,A6213D,2021-04-15,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-9.0,7.0,16.0
Ford Motor Co.,A6213D,2021-04-16,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-8.0,5.0,15.0
Ford Motor Co.,A6213D,2021-04-17,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-9.0,6.0,16.0
Ford Motor Co.,A6213D,2021-04-18,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-8.0,6.0,15.0
Ford Motor Co.,A6213D,2021-04-19,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-8.0,2.0,15.0
Ford Motor Co.,A6213D,2021-04-20,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-8.0,2.0,15.0
Ford Motor Co.,A6213D,2021-04-21,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-7.0,1.0,14.0
Ford Motor Co.,A6213D,2021-04-22,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,-8.0,2.0,15.0
Ford Motor Co.,A6213D,2021-04-23,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-9.0,3.0,16.0
Ford Motor Co.,A6213D,2021-04-24,-1.0,0.0,1.0,0.0,0.0,1.0,-3.0,-10.0,3.0,17.0
Ford Motor Co.,A6213D,2021-04-25,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-9.0,3.0,16.0
Ford Motor Co.,A6213D,2021-04-26,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-9.0,3.0,16.0
Ford Motor Co.,A6213D,2021-04-27,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-9.0,3.0,16.0
Ford Motor Co.,A6213D,2021-04-28,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-9.0,3.0,16.0
Ford Motor Co.,A6213D,2021-04-29,-1.0,0.0,2.0,0.0,0.0,2.0,-3.0,-9.0,4.0,14.0
Ford Motor Co.,A6213D,2021-04-30,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-8.0,3.0,13.0
Ford Motor Co.,A6213D,2021-05-01,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2.0,13.0
Ford Motor Co.,A6213D,2021-05-02,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2.0,13.0
Ford Motor Co.,A6213D,2021-05-03,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,2.0,13.0
Ford Motor Co.,A6213D,2021-05-04,0.0,0.0,0.0,1.0,0.0,1.0,-1.0,-8.0,3.0,14.0
Ford Motor Co.,A6213D,2021-05-05,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,-9.0,4.0,15.0
Ford Motor Co.,A6213D,2021-05-06,-1.0,0.0,1.0,0.0,0.0,1.0,-2.0,-10.0,3.0,16.0
Ford Motor Co.,A6213D,2021-05-07,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-10.0,3.0,16.0
Ford Motor Co.,A6213D,2021-05-08,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-10.0,3.0,16.0
Ford Motor Co.,A6213D,2021-05-09,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-9.0,3.0,14.0
Ford Motor Co.,A6213D,2021-05-10,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-9.0,3.0,14.0
Ford Motor Co.,A6213D,2021-05-11,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-9.0,2.0,14.0
Ford Motor Co.,A6213D,2021-05-12,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-8.0,1.0,10.0
Ford Motor Co.,A6213D,2021-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,0.0,10.0
Ford Motor Co.,A6213D,2021-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,9.0
Ford Motor Co.,A6213D,2021-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,9.0
Ford Motor Co.,A6213D,2021-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,0.0,9.0
Ford Motor Co.,A6213D,2021-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,8.0
Ford Motor Co.,A6213D,2021-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,8.0
Ford Motor Co.,A6213D,2021-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,8.0
Ford Motor Co.,A6213D,2021-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,8.0
Ford Motor Co.,A6213D,2021-05-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,8.0
Ford Motor Co.,A6213D,2021-05-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,7.0
Ford Motor Co.,A6213D,2021-05-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,0.0,6.0
