RP_ENTITY_ID,COMPANY_NAME
D71FE7,Planet Fitness Inc.
D75910,Toll Brothers Inc.
D77F7E,Univar Solutions Inc.
D78CCD,VF Corp.
A403CF,Advanced Drainage Systems Inc.
A4386C,Healthpeak Properties Inc.
A43906,EOG Resources Inc.
A47A7D,Aerojet Rocketdyne Holdings Inc.
A47F2E,Medpace Holdings Inc.
A4B899,Westlake Corp.
A4BCDE,Applied Materials Inc.
A4CD53,R1 RCM Inc.
A4D173,Robert Half Inc.
A5151E,LKQ Corp.
A52B6B,Palo Alto Networks Inc.
A5B913,VeriSign Inc.
A6213D,Ford Motor Co.
A631A3,VMware LLC
A63820,Chipotle Mexican Grill Inc.
A6828A,Johnson & Johnson Co.
A6FB29,RH Co.
A70BF5,Hanover Insurance Group Inc.
A7102F,Henry Schein Inc.
A72AB6,Burlington Stores Inc.
A746F6,Pinnacle Financial Partners Inc. /Old
A7F7C1,Repligen Corp.
DC1405,Inspire Medical Systems Inc.
DC2B00,Dollar General Corp.
DC486E,Harley-Davidson Inc.
DC5299,Camden Property Trust
DCD97F,General Dynamics Corp.
DD0099,Valley National Bancorp.
DD1BA1,News Corp.
DD3BB1,Tesla Inc.
DD682D,Assurant Inc.
DE5611,Donaldson Co. Inc.
DEC749,Brookfield Renewable Holdings Corp.
AXWAKS,Nu Holdings Ltd.
B01111,Dick's Sporting Goods Inc.
B0FE08,UGI Corp.
B2256A,Builders FirstSource Inc.
B290A2,Apellis Pharmaceuticals Inc.
B2E6B5,Atmos Energy Corp.
B303A6,Exelon Corp.
B34137,Dynatrace Inc.
B37FB4,TransUnion Corp.
B3CB74,Raymond James Financial Inc.
B4703C,A.O. Smith Corp.
B4A1FF,Essent Group Ltd.
B4C673,Yum! Brands Inc.
B4E00D,Flex Ltd.
B560AF,Public Service Enterprise Group Inc.
B5766D,Webster Financial Corp.
B5DE80,Regency Centers Corp.
B604DF,Hexcel Corp.
B6082A,Packaging Corp. of America Co.
B642E8,Sempra Co.
B6F7F7,Avantor Inc.
B75708,Prometheus Biosciences Inc.
B7BDA3,Cheniere Energy Inc.
B7EB38,IDEXX Laboratories Inc.
B803B1,Liberty Media Corp.
B840EF,DexCom Inc.
B8EF97,Costco Wholesale Corp.
B8F71F,W.R. Berkley Corp.
B91342,Alight Inc.
B98A29,New Relic Inc.
BA2D83,Dow Inc.
BB036E,Robinhood Markets Inc.
BB0787,Tapestry Inc.
BB07E4,Amphenol Corp.
BB127B,Salesforce Inc.
