RP_ENTITY_ID,COMPANY_NAME
E6A53A,Ashland Inc.
E6D89E,Illumina Inc.
E6E012,Hubbell Inc.
E6EDED,EastGroup Properties Inc.
E70531,Exxon Mobil Corp.
E7A2A5,Woodward Inc.
E7CF49,Frontier Communications Parent Inc.
E7D47B,Marvell Technology Inc.
E829E8,Meritage Homes Corp.
E845D9,APi Group Corp.
E866D2,Southwest Airlines Co.
E8846E,Wells Fargo & Co.
E8B21D,IDEX Corp.
E90C84,Globe Life Inc.
E94704,Snap-On Inc.
E950F5,Brookfield Infrastructure Partners LP
E96E0B,Penumbra Inc.
E9C061,MSA Safety Inc.
EA2F1C,Apartment Income REIT Corp.
EA62FC,Regal Rexnord Corp.
EAEBF3,Targa Resources Corp.
EB5E78,Skyworks Solutions Inc.
EB61C4,Lincoln Electric Holdings Inc.
EB6965,Colgate-Palmolive Co.
EB7FBF,Commercial Metals Co.
EBC84C,Chemed Corp.
EBEA9C,DCP Midstream LP
EC7AE2,TradeWeb Markets Inc.
EC7FDC,IDACORP Inc.
EC821B,Howmet Aerospace Inc.
EC99D0,Juniper Networks Inc.
ECD263,Netflix Inc.
ECF709,AutoZone Inc.
4E2D94,United States Steel Corp.
4FB770,Extra Space Storage Inc.
5A9A82,PPL Corp.
5A9F54,Lithia Motors Inc.
5ABEC0,APA Corp.
808319,Seagate Technology Holdings PLC
80D744,First American Financial Corp.
810E30,MetLife Inc.
817ED9,Gap Inc.
818072,Roblox Corp.
823A33,XPLR Infrastructure LP
82E58A,New Jersey Resources Corp.
82FD6D,RBC Bearings Inc.
A01664,Take-Two Interactive Software Inc.
A0B7C8,10X Genomics Inc.
A0DB39,Smartsheet Inc.
A16DEA,Western Union Co.
A1E3B3,Veeva Systems Inc.
A1EAC8,Huntington Ingalls Industries Inc.
A23747,IPG Photonics Corp.
A247F5,Fair Isaac Corp.
A398B9,Iridium Communications Inc.
A398F8,Clean Harbors Inc.
C20B75,Otis Worldwide Corp.
641F17,Valero Energy Corp.
6474BA,East West Bancorp Inc.
64E346,Autodesk Inc.
652E62,PG&E Corp.
47752F,Owens Corning Co.
479930,SPS Commerce Inc.
485445,Intl Flavors & Fragrances Inc.
490D4B,CNA Financial Corp.
491E56,Jones Lang LaSalle Inc.
493F45,Duolingo Inc.
49BBBC,Micron Technology Inc.
4A5C8D,McKesson Corp.
4A6F00,Alphabet Inc.
4AC574,The Carlyle Group Inc.
4AC91D,HP Inc.
4B3676,People Inc.
4B5054,Portland General Electric Co.
4B7006,Workday Inc.
4BF3D6,Karuna Therapeutics Inc.
4C37C5,American Express Co.
4C6C63,SiriusXM Holdings Inc.
4C7DB5,Cleveland-Cliffs Inc.
4D371E,Zions Bancorporation N.A.
4D8313,Graco Inc.
CA1620,Philip Morris International Inc.
CA212F,Occidental Petroleum Corp.
CA3CB9,Berry Global Group Inc.
CA99D7,Flowers Foods Inc.
CB7AB2,Workiva Inc.
CBA33B,Rollins Inc.
CBDB4D,Natera Inc.
CC339B,Gentex Corp.
CC6FF5,Cadence Design Systems Inc.
CD06A2,First Horizon Corp.
CD2DA4,The Cooper Companies Inc.
CD4DA8,Evercore Inc.
CDE51C,Qualys Inc.
CDFCC9,Microchip Technology Inc.
CE1002,Stanley Black & Decker Inc.
CE2791,Starwood Property Trust Inc.
CE96E7,Western Digital Corp.
CEC5B9,Post Holdings Inc.
CEDFD5,Biogen Inc.
CF4517,DoorDash Inc.
60AC34,Inari Medical Inc.
60DD84,MarketAxess Holdings Inc.
6137BF,Edwards Lifesciences Corp.
6166D1,U.S. Bancorp Co.
616E3B,Waste Management Inc.
619882,JPMorgan Chase & Co.
61B81B,PNC Financial Services Group Inc.
61BCA7,Arch Capital Group Ltd.
61E975,CF Industries Holdings Inc.
622DBE,Match Group Inc.
FE89E0,ConocoPhillips Co.
FEC475,Prudential Financial Inc.
FEE4B0,Ball Corp.
FF4BA4,Weyerhaeuser Co.
FF4C20,Etsy Inc.
FF6644,Honeywell International Inc.
FFCD0E,Interparfums Inc.
FFE543,Skechers U.S.A. Inc.
C062D4,Revvity Inc.
C08256,Blackstone Inc.
945DE6,Westinghouse Air Brake Technologies Corp.
B13B68,Charles River Labs International Inc.
23EA2A,MP Materials Corp.
BD8517,Oshkosh Corp.
BDD12C,Whirlpool Corp.
BDEC1E,Intra-Cellular Therapies Inc.
BE14CF,Encompass Health Corp.
LJPA1L,GE HealthCare
6284B5,Iron Mountain Inc.
636639,Dover Corp.
63F892,Fortinet Inc.
934029,Seagen Inc.
934CC3,NetApp Inc.
9368BE,The Howard Hughes Corp.
93D207,Visa Inc.
93F143,Teradyne Inc.
940C3D,Baker Hughes Co.
94208D,Dayforce Inc.
94637C,Bristol-Myers Squibb Co.
949625,Murphy Oil Corp.
94983E,Bruker Corp.
94D8C8,Denbury Inc.
949BA4,Ares Capital Corp.
6F6559,Paychex Inc.
00067A,Humana Inc.
002F3F,Cheniere Energy Partners L.P.
003B70,Realty Income Corp.
009397,LPL Financial Holdings Inc.
00E601,Kite Realty Group Trust
013528,PepsiCo Inc.
0157B1,Amazon.com Inc.
8303CD,Lattice Semiconductor Corp.
830BDB,BioMarin Pharmaceutical Inc.
6BDA0C,Cable One Inc.
55438C,Boeing Co.
7B0BA6,Fidelity National Information (FIS)
C598D7,Brown & Brown Inc.
C5C137,Macy's Inc.
C5D687,Five Below Inc.
C659EB,C.H. Robinson Worldwide Inc.
C66A8C,Yeti Holdings Inc.
D1173F,ATI Inc.
D1706A,Procore Technologies Inc.
D1AE3B,M&T Bank Corp.
D20C8F,Matador Resources Co.
D25249,Marriott Vacations Worldwide Corp.
D29B44,Corpay Inc.
D2AC74,Axon Enterprise Inc.
D2B9E5,Hyatt Hotels Corp.
D2E553,Thor Industries Inc.
D33D8C,The Charles Schwab Corp.
