Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-10-30,98.08801902759635,98.72840319930886,96.51907377614694,97.81265258789062,1337100,0.0,0.0,0.0
2020-11-02,98.72839784616012,99.17987155755216,97.3195468818673,98.16165924072266,1456200,0.0,0.0,0.0
2020-11-03,99.0261514220989,100.86086204950911,99.00694305392963,100.0123519897461,1385100,0.0,0.0,0.0
2020-11-04,102.14486656150618,104.04681063715213,100.92492599877863,103.5088882446289,3026700,0.0,0.0,0.0
2020-11-05,106.49951477625224,108.42707281871945,106.4034509065379,108.15811157226562,2808600,0.0,0.0,0.0
2020-11-06,107.90193680643674,110.322594814985,107.55292485569758,109.92235565185547,2016000,0.0,0.0,0.0
2020-11-09,112.87453667885512,113.27477583684386,108.6351734406892,108.6415786743164,1920900,0.0,0.0,0.0
2020-11-10,107.66820393240643,108.12927818784983,105.10985522212756,105.38201904296875,1862100,0.0,0.0,0.0
2020-11-11,107.00859945612221,109.37162506731674,106.99899160535982,109.17951202392578,1670400,0.0,0.0,0.0
2020-11-12,109.35242593000527,109.61178663937699,107.25836852245968,107.83151245117188,1203600,0.0,0.0,0.0
2020-11-13,109.11546844218022,110.06324518978423,108.37262253697521,109.15389251708984,1070700,0.0,0.0,0.0
2020-11-16,110.04723235771264,111.86913299560547,109.74625232031272,111.86913299560547,1456200,0.0,0.0,0.0
2020-11-17,111.47210261998528,111.50412146281955,110.12408661786759,110.94698333740234,1371600,0.0,0.0,0.0
2020-11-18,111.14228740169817,111.90755158992084,110.05042958495294,110.1208724975586,1361100,0.0,0.0,0.0
2020-11-19,109.72704804733863,111.85313141904744,109.22433976525427,111.74746704101562,1056300,0.0,0.0,0.0
2020-11-20,111.78588850986979,112.73045532729994,111.09426980748309,111.22554779052734,1369500,0.0,0.0,0.0
2020-11-23,111.72183099390766,113.20432737429178,111.3632185434344,112.81049346923828,1374900,0.0,0.0,0.0
2020-11-24,113.62060102038289,113.62700625490385,111.67703007595924,113.42528533935547,1824600,0.0,0.0,0.0
2020-11-25,113.59177411158049,114.04645044744377,112.70804237552835,113.17552185058594,974100,0.0,0.0,0.0
2020-11-27,113.89275306272896,115.1927370473886,113.89275306272896,114.5235366821289,1713300,0.0,0.0,0.0
2020-11-30,114.71564422987383,115.98360931313916,113.26516663362617,115.84912872314453,1874100,0.0,0.0,0.0
2020-12-01,116.87054422882838,118.50673696342447,116.48951344562889,117.76068115234375,2005200,0.0,0.0,0.0
2020-12-02,117.43089310083764,118.68925042816345,117.31241825719073,118.10649871826172,2141400,0.0,0.0,0.0
2020-12-03,118.79170236404462,119.48652362610851,118.10009104737394,118.26018524169922,1096800,0.0,0.0,0.0
2020-12-04,118.79172100034711,121.55819601561026,118.60281055427085,121.48455047607422,1624500,0.0,0.0,0.0
2020-12-07,122.17295736257341,122.18576050197318,120.93701102759093,122.09931182861328,1657800,0.0,0.0,0.0
2020-12-08,122.01285884124107,122.97023614909097,121.41410136102027,122.49314880371094,1203000,0.0,0.0,0.0
2020-12-09,122.028869861575,122.84215870119188,118.31782821072896,119.04146575927734,1949400,0.0,0.0,0.0
2020-12-10,118.02324896960675,119.89637678974897,117.62620508717066,118.87496185302734,1967400,0.0,0.0,0.0
2020-12-11,118.03285361681569,118.54516974018185,116.42548431533184,117.71907043457031,1605900,0.0,0.0,0.0
2020-12-14,118.8153917775858,119.75225423867968,118.55229392694298,119.03356170654297,1313400,0.249,0.0,0.0
2020-12-15,120.63778113614846,121.09337577459684,119.84529320895963,120.69232177734375,1102500,0.0,0.0,0.0
2020-12-16,121.26023767952934,121.26023767952934,119.806806872601,120.76292419433594,1342500,0.0,0.0,0.0
2020-12-17,121.55540792967669,121.55540792967669,120.45490883865925,120.98430633544922,1240200,0.0,0.0,0.0
2020-12-18,121.14473007717828,121.36931828809378,119.63996776770949,120.26561737060547,1160100,0.0,0.0,0.0
2020-12-21,118.74480518892545,119.83246772479372,117.74055819103158,119.72979736328125,1799700,0.0,0.0,0.0
2020-12-22,119.75868547224998,119.83569008777387,118.55551589305546,119.5533447265625,668700,0.0,0.0,0.0
2020-12-23,119.75226594841246,119.94798662279199,118.55230551934005,118.65497589111328,1257000,0.0,0.0,0.0
2020-12-24,119.28701043221623,119.76827812421362,118.92766055977665,119.71373748779297,574200,0.0,0.0,0.0
2020-12-28,121.11906808640047,121.1832361486565,119.40574851248265,119.58221435546875,1108500,0.0,0.0,0.0
2020-12-29,120.19822604407723,120.19822604407723,117.95231468745153,119.2741928100586,1334700,0.0,0.0,0.0
2020-12-30,119.9351247131433,121.47517996410917,119.82282695238335,121.2730484008789,1159800,0.0,0.0,0.0
2020-12-31,121.39819206498663,121.84736845551751,120.51586293896425,121.65807342529297,1193100,0.0,0.0,0.0
2021-01-04,122.44735548280697,125.0590350774201,120.27202308518497,121.14793395996094,2487600,0.0,0.0,0.0
2021-01-05,121.05168502663363,123.6248550415039,120.95863473165929,123.6248550415039,1670700,0.0,0.0,0.0
2021-01-06,122.27410192031726,125.64618556643006,122.10405436057741,123.22380828857422,3215100,0.0,0.0,0.0
2021-01-07,125.02693872939619,128.18727051116048,125.02693872939619,127.87284851074219,1809000,0.0,0.0,0.0
2021-01-08,129.7048673085451,130.29843285669267,126.43867058402395,127.94022369384766,2119800,0.0,0.0,0.0
2021-01-11,126.83011105469905,130.25995212214312,126.73386630135164,129.2364501953125,1627500,0.0,0.0,0.0
2021-01-12,130.06746261141345,131.2770505934421,128.88674952736147,130.0193328857422,4503900,0.0,0.0,0.0
2021-01-13,131.2224742918425,131.5080214156433,129.7209211723642,130.23106384277344,1200000,0.0,0.0,0.0
2021-01-14,131.8481232587675,134.51755279487944,131.8481232587675,132.99034118652344,1748400,0.0,0.0,0.0
2021-01-15,132.84274568304068,132.99033662507912,129.53803923511114,130.28561401367188,2403900,0.0,0.0,0.0
2021-01-19,132.4288419358399,134.84481551886336,132.1176217224349,134.75497436523438,2517000,0.0,0.0,0.0
2021-01-20,136.21805360381356,136.67686482391065,133.95930536123373,134.2737274169922,1851000,0.0,0.0,0.0
2021-01-21,135.5474140338446,136.76020308351661,134.15174094848973,136.2147674560547,2540400,0.0,0.0,0.0
2021-01-22,135.10790881879737,135.69183961167295,133.83415304780976,133.9047393798828,1668300,0.0,0.0,0.0
2021-01-25,135.02448665269998,135.37100004042716,131.51443954100827,134.0972442626953,1683300,0.0,0.0,0.0
2021-01-26,134.17103082223974,134.17103082223974,131.90586462301147,131.918701171875,1224900,0.0,0.0,0.0
2021-01-27,129.62146394624315,129.6375022894593,124.56173383973439,125.0718765258789,5391300,0.0,0.0,0.0
2021-01-28,127.59050551199321,129.65033095545894,126.58625854398383,127.8150863647461,3369900,0.0,0.0,0.0
2021-01-29,128.2450141544858,128.70382527187215,125.16810539751246,125.585205078125,2761800,0.0,0.0,0.0
2021-02-01,127.72524937513548,130.94331604381298,127.30173142755719,130.54547119140625,1923300,0.0,0.0,0.0
2021-02-02,132.72400641580796,132.8298858978492,130.87272372024202,132.6630401611328,2429400,0.0,0.0,0.0
2021-02-03,133.1700004514626,133.55180700133843,129.62145841772872,129.9679718017578,2767800,0.0,0.0,0.0
2021-02-04,129.55729257816103,131.13585031306397,128.6460885249868,131.03317260742188,1832400,0.0,0.0,0.0
2021-02-05,132.01175606999138,132.01175606999138,129.94231033579115,130.13803100585938,1462800,0.0,0.0,0.0
2021-02-08,131.01394463551793,134.14218585456442,131.00754104678455,134.042724609375,1947300,0.0,0.0,0.0
2021-02-09,133.65445904469033,134.5913213130234,132.90366795083384,133.64804077148438,1383300,0.0,0.0,0.0
2021-02-10,134.75498286991942,135.45762973963113,132.19143287667174,133.91116333007812,2220300,0.0,0.0,0.0
2021-02-11,135.01809126535775,138.64685503985146,135.01809126535775,138.54739379882812,2112600,0.0,0.0,0.0
2021-02-12,138.13993448875897,140.53343758969675,137.4340856274752,140.26072692871094,1925100,0.0,0.0,0.0
2021-02-16,141.93229013212115,142.4456493081929,140.36335239788696,140.966552734375,3152400,0.0,0.0,0.0
2021-02-17,139.7569689056958,140.27352989021946,136.6511847235478,138.5505828857422,2785200,0.0,0.0,0.0
2021-02-18,136.8308556887159,137.76131465454282,135.40950882645583,137.12603759765625,2247600,0.0,0.0,0.0
2021-02-19,139.20514445466569,141.26497055726327,138.91958256091536,140.43077087402344,2254500,0.0,0.0,0.0
2021-02-22,138.60511206870265,139.58048411744966,134.8672678334667,135.3421173095703,2652000,0.0,0.0,0.0
2021-02-23,132.8555658752306,135.33890911139693,129.0054240555232,134.3250274658203,4029300,0.0,0.0,0.0
2021-02-24,133.4876297264966,138.8297045750946,132.28446037713334,138.68211364746094,3144900,0.0,0.0,0.0
2021-02-25,137.06503652180035,137.97303863755235,130.24066398918046,130.78289794921875,5339700,0.0,0.0,0.0
2021-02-26,132.9261790074806,134.99882657206703,130.27920597261655,133.76358032226562,4558800,0.0,0.0,0.0
2021-03-01,135.79128162606582,138.17196175635632,134.76137636935294,138.02757263183594,2316600,0.0,0.0,0.0
2021-03-02,138.58589753061628,138.58589753061628,133.73792545483715,133.88873291015625,3177600,0.0,0.0,0.0
2021-03-03,134.02993387518302,134.3186829204571,128.5755584076107,129.79156494140625,4425900,0.0,0.0,0.0
2021-03-04,129.37120009504616,129.98080403115824,121.71262655681603,123.5446548461914,7243500,0.0,0.0,0.0
2021-03-05,126.3873300917634,127.68032590713499,120.49340115686404,127.25040435791016,6307800,0.0,0.0,0.0
2021-03-08,127.08679432296522,127.60335530603177,120.33620103066639,120.38433074951172,7349100,0.0,0.0,0.0
2021-03-09,124.74459207150346,128.72306971414227,124.37560744418967,127.86319732666016,4132800,0.0,0.0,0.0
2021-03-10,130.06743414544218,130.10914558608647,125.4504623413086,125.4504623413086,4082400,0.0,0.0,0.0
2021-03-11,129.18189985191677,131.47594090517111,128.5016949573666,130.73158264160156,3689400,0.0,0.0,0.0
2021-03-12,128.33807741189665,129.58937665182142,127.41405144407355,129.35195922851562,3153600,0.0,0.0,0.0
2021-03-15,130.04497964631588,132.2587997074416,129.10168421305778,132.07913208007812,3894900,0.0,0.0,0.0
2021-03-16,133.641621055633,135.9099885907965,133.00634419921744,133.78599548339844,6785100,0.0,0.0,0.0
2021-03-17,131.9379553149318,136.53245574689115,130.9369248156397,135.470458984375,5773800,0.0,0.0,0.0
2021-03-18,133.5871015170768,133.85019202319452,129.71450267715167,129.86529541015625,6042900,0.0,0.0,0.0
2021-03-19,130.12515586319995,132.63095543232538,128.46637741188002,131.46949768066406,6614100,0.0,0.0,0.0
2021-03-22,133.08337496126595,135.82339064450778,132.57965057440632,134.25125122070312,3130200,0.0,0.0,0.0
2021-03-23,134.77103483722925,135.0084669654047,130.11878390165683,130.7219696044922,5638800,0.0,0.0,0.0
2021-03-24,132.8972789235448,133.43629643490178,128.86745476193445,128.9284210205078,6608100,0.0,0.0,0.0
2021-03-25,126.93738662461838,129.6922054828188,125.6290779537847,129.0653839111328,5580000,0.252,0.0,0.0
2021-03-26,129.16502609054638,135.68402602284357,129.07823813235754,135.43650817871094,6493800,0.0,0.0,0.0
2021-03-29,134.1699893131289,134.6843013467968,131.76232269683214,133.35992431640625,6540600,0.0,0.0,0.0
2021-03-30,132.30878701941862,133.32135723250087,131.46980741862959,133.0417022705078,4263600,0.0,0.0,0.0
2021-03-31,134.29859128450272,137.32342699499978,134.0350048487351,136.2915802001953,5968200,0.0,0.0,0.0
2021-04-01,138.66390730475214,141.38338190286314,138.61247902238736,141.3030242919922,7380000,0.0,0.0,0.0
2021-04-05,143.62704830144406,144.57532958998704,141.90729889491132,144.15423583984375,6504000,0.0,0.0,0.0
2021-04-06,143.30560740459327,144.18959970891765,141.12618194998174,142.5437774658203,5913000,0.0,0.0,0.0
2021-04-07,142.69158788649042,143.18019305357635,141.37043365304243,142.45050048828125,3296400,0.0,0.0,0.0
2021-04-08,143.9806647154974,144.23783550447294,142.75595081915176,144.07388305664062,4276500,0.0,0.0,0.0
2021-04-09,142.90700830847354,143.76527909648647,142.3058935595388,143.62384033203125,2466000,0.0,0.0,0.0
2021-04-12,142.87161482684743,142.87161482684743,140.8593354529184,142.08084106445312,2607900,0.0,0.0,0.0
2021-04-13,143.16417468820165,143.36669464823083,140.44149299059208,141.8558807373047,3328500,0.0,0.0,0.0
2021-04-14,141.58584661288225,142.65948332260606,139.52855425890561,140.2968292236328,4996200,0.0,0.0,0.0
2021-04-15,141.73695302535032,142.94239054214535,140.6472328014273,142.6466522216797,5672400,0.0,0.0,0.0
2021-04-16,142.6465929826889,142.9391086375344,141.66617480013215,141.9779815673828,2712600,0.0,0.0,0.0
2021-04-19,140.93326288489783,141.40579950333338,136.97621566778275,138.24595642089844,8922300,0.0,0.0,0.0
2021-04-20,137.7927724496429,138.3649432862701,135.47189308959284,136.27552795410156,5374500,0.0,0.0,0.0
2021-04-21,136.38157851049473,139.90144962728627,135.81903128009526,139.8500213623047,4321800,0.0,0.0,0.0
2021-04-22,139.56074213933968,139.74717883496686,135.9733587317841,136.805908203125,5433000,0.0,0.0,0.0
2021-04-23,137.36522363820765,139.87574734344886,137.19807807536426,139.30035400390625,3996300,0.0,0.0,0.0
2021-04-26,139.48038349727545,142.02947488262197,139.2296430655661,141.85267639160156,3577800,0.0,0.0,0.0
2021-04-27,142.4087505100676,142.5116070294504,140.36111117462892,140.78863525390625,4878300,0.0,0.0,0.0
2021-04-28,140.00749973291715,140.07499655771312,138.49025586879893,138.65098571777344,2356200,0.0,0.0,0.0
2021-04-29,140.62148469713682,140.7050500980902,137.5259155892013,139.55105590820312,3237000,0.0,0.0,0.0
2021-04-30,137.5034413883737,138.3134917758109,135.33365410535941,135.66152954101562,3900000,0.0,0.0,0.0
2021-05-03,136.62585025203174,136.7672889924565,133.50135193476362,134.25033569335938,3222900,0.0,0.0,0.0
2021-05-04,132.5016625321956,132.55310551087712,129.54754653844765,131.9873504638672,6061800,0.0,0.0,0.0
2021-05-05,133.6428180608985,134.4560909849947,131.81698951877215,132.8134765625,4808700,0.0,0.0,0.0
2021-05-06,132.56600560883794,133.93539589334404,131.0584137645966,133.9032440185547,3656400,0.0,0.0,0.0
2021-05-07,135.2661377620136,136.6676646733925,134.62645548778204,135.74188232421875,2871600,0.0,0.0,0.0
2021-05-10,134.55572590581573,134.55572590581573,129.47682090238652,129.70504760742188,6354600,0.0,0.0,0.0
2021-05-11,125.748022328446,130.23867417461625,125.29798449470492,129.87864685058594,6719400,0.0,0.0,0.0
2021-05-12,127.16236700965409,127.9145586407677,124.08610365410453,124.58755493164062,7754100,0.0,0.0,0.0
2021-05-13,126.74769956935876,128.12993515326258,124.91221843847664,126.1755142211914,4862400,0.0,0.0,0.0
2021-05-14,128.01424540788875,131.25766959107898,126.77022575760785,130.08116149902344,4663500,0.0,0.0,0.0
2021-05-17,128.87570701369205,129.05571328709343,126.79270790879926,128.94642639160156,3365100,0.0,0.0,0.0
2021-05-18,130.15832541376346,130.40584329615342,127.83423829763267,127.9081802368164,2354700,0.0,0.0,0.0
2021-05-19,125.42976197534891,130.5375962729236,124.89936664674376,130.402587890625,4127400,0.0,0.0,0.0
2021-05-20,131.3766011875709,134.38536807263483,131.28016031466555,133.8324737548828,5020800,0.0,0.0,0.0
2021-05-21,134.77752933732506,134.8289723162307,132.87134330374505,133.0931396484375,5250000,0.0,0.0,0.0
2021-05-24,134.48501558496548,137.19162851196876,134.3660757667171,136.45550537109375,3373800,0.0,0.0,0.0
2021-05-25,137.45845754212337,137.895634691018,136.0890821583036,136.86056518554688,4363500,0.0,0.0,0.0
2021-05-26,136.96021124618656,137.82170477903978,135.97979258211143,137.22702026367188,2492400,0.0,0.0,0.0
2021-05-27,136.9730536462394,138.49672834471784,136.61624887073933,137.80560302734375,3302700,0.0,0.0,0.0
2021-05-28,138.32635406747647,139.75358782055415,138.0820440450795,139.08497619628906,2179500,0.0,0.0,0.0
2021-06-01,140.13609343211107,141.24188195581837,137.97916718813835,138.6959991455078,3373500,0.0,0.0,0.0
2021-06-02,138.5899384575639,140.1071826929003,138.14955357273075,139.5414276123047,2140500,0.0,0.0,0.0
2021-06-03,137.97595136144548,138.5770660841388,136.5004973151685,137.14340209960938,3247500,0.0,0.0,0.0
2021-06-04,138.31991422726742,140.75328779400053,138.31991422726742,140.4736328125,2821500,0.0,0.0,0.0
2021-06-07,139.8082156035806,140.06537161443106,138.5706265504462,139.3806915283203,2376300,0.0,0.0,0.0
2021-06-08,140.46722876929255,140.71152410594732,137.53881898474822,138.58352661132812,2534400,0.0,0.0,0.0
2021-06-09,139.04315619054412,139.4449734732678,137.90200805664062,137.90200805664062,2607000,0.0,0.0,0.0
2021-06-10,138.12152599006686,140.0300044937589,137.83187239349206,139.48609924316406,2165100,0.170667,0.0,0.0
2021-06-11,139.90444507079218,140.1908721923828,139.11595283878665,140.1908721923828,1765200,0.0,0.0,0.0
2021-06-14,140.54492073792966,142.1830596923828,139.72102640205566,142.1830596923828,3673800,0.0,0.0,0.0
2021-06-15,141.80333265505624,142.66906725872684,140.55461464731138,141.01806640625,2388300,0.0,0.0,0.0
2021-06-16,141.45573748789113,141.8644730830786,138.58177113704116,139.6920928955078,3614700,0.0,0.0,0.0
2021-06-17,139.3090780084663,142.2313364922801,139.20287218958603,141.1982421875,3873000,0.0,0.0,0.0
2021-06-18,140.2295751204005,140.33255457956363,137.0595020038999,137.81903076171875,2889900,0.0,0.0,0.0
2021-06-21,137.97667640638664,138.56885964563182,136.80520077112297,138.32748413085938,2233200,0.0,0.0,0.0
2021-06-22,138.53347056966638,139.37989078071504,137.75783950999514,138.98081970214844,1737900,0.0,0.0,0.0
2021-06-23,139.32840852952776,140.34540044847463,139.2833421350085,139.56011962890625,1889400,0.0,0.0,0.0
2021-06-24,140.91825666326216,142.3085673290287,140.77021084537014,141.93202209472656,1428300,0.0,0.0,0.0
2021-06-25,142.53385004944045,142.76234945777992,141.14675109435416,141.5458221435547,1343100,0.0,0.0,0.0
2021-06-28,142.4212360978298,145.52694295749012,142.4212360978298,144.92510986328125,2651100,0.0,0.0,0.0
2021-06-29,144.75451183054122,146.27356886819686,144.27819883389253,146.0611572265625,1748100,0.0,0.0,0.0
2021-06-30,145.9259931117421,146.46346029214044,145.20830456141303,146.18345642089844,1317300,0.0,0.0,0.0
2021-07-01,146.0353789892537,146.0353789892537,143.5990983325668,144.08828735351562,2264100,0.0,0.0,0.0
2021-07-02,144.9830219784001,145.3177272387375,143.83407203151899,144.96693420410156,1827000,0.0,0.0,0.0
2021-07-06,145.35954749916067,145.82942241106738,142.87498851021545,144.71910095214844,2001900,0.0,0.0,0.0
2021-07-07,145.62991562331652,145.6427917365047,141.9256169689383,142.52743530273438,1888200,0.0,0.0,0.0
2021-07-08,139.5247065377763,141.36881912909803,138.4562249857112,140.69618225097656,2000100,0.0,0.0,0.0
2021-07-09,141.1596537652984,143.25800356238256,140.14264705192622,142.9908905029297,1833000,0.0,0.0,0.0
2021-07-12,143.60235196466246,144.8253173828125,143.05523508115363,144.8253173828125,3949800,0.0,0.0,0.0
2021-07-13,144.22029522003953,144.8703916328766,143.4800807443991,144.24603271484375,2122200,0.0,0.0,0.0
2021-07-14,145.2308498768983,146.46347994331697,143.16790200028507,143.57984924316406,2256600,0.0,0.0,0.0
2021-07-15,142.88787030396114,143.1968380422329,139.32839165261123,140.39366149902344,2657100,0.0,0.0,0.0
2021-07-16,140.8313725703594,141.54263788765144,137.01442990935553,137.3426971435547,2571600,0.0,0.0,0.0
2021-07-19,135.4663931044173,137.4295729587623,134.6907620411139,137.2042999267578,4068000,0.0,0.0,0.0
2021-07-20,137.86406868852916,140.12979335299622,136.13582603179822,139.0741729736328,3201000,0.0,0.0,0.0
2021-07-21,139.6051788783847,143.4124713725129,139.6051788783847,143.34487915039062,2039400,0.0,0.0,0.0
2021-07-22,142.62715997291002,143.28048256199494,141.44282310066592,142.49842834472656,1185000,0.0,0.0,0.0
2021-07-23,143.1646301474689,143.36739204230832,141.45891393846568,143.2257843017578,1312500,0.0,0.0,0.0
2021-07-26,142.6754790226747,143.5894915243406,142.32145957722682,143.2708740234375,1123200,0.0,0.0,0.0
2021-07-27,142.8621380678005,142.8621380678005,137.67095781189823,140.64149475097656,2508000,0.0,0.0,0.0
2021-07-28,141.1531764696472,143.54117922717964,140.47410162878091,142.93934631347656,2289600,0.0,0.0,0.0
2021-07-29,143.48329366663032,146.3025585415382,143.42857754954827,145.85520935058594,2303700,0.0,0.0,0.0
2021-07-30,144.53567115214776,147.3484976499006,144.53567115214776,147.0491943359375,2320200,0.0,0.0,0.0
2021-08-02,148.45883324148872,149.81375676704062,147.6156246822463,147.9792938232422,2864100,0.0,0.0,0.0
2021-08-03,148.30758592805952,149.10572814941406,146.57289063608832,149.10572814941406,1769100,0.0,0.0,0.0
2021-08-04,149.39535248561424,151.34888238727936,149.1732764097347,150.624755859375,1626000,0.0,0.0,0.0
2021-08-05,151.34887169400028,151.7061027081615,149.79441293463074,150.65049743652344,1420200,0.0,0.0,0.0
2021-08-06,149.7654803098415,150.65374053880313,149.50801699301644,149.90065002441406,1233000,0.0,0.0,0.0
2021-08-09,150.5056527897497,150.59254442511607,148.76130836610594,149.39210510253906,1065900,0.0,0.0,0.0
2021-08-10,149.6142427886801,149.87170613986638,146.57933976332657,147.65748596191406,2695500,0.0,0.0,0.0
2021-08-11,148.05975021789106,148.26572379902237,145.4239189258141,147.1521759033203,1296900,0.0,0.0,0.0
2021-08-12,146.6694359136692,146.6694359136692,144.36509801416037,145.5719757080078,1531500,0.0,0.0,0.0
2021-08-13,145.23727470309362,146.50851826230308,145.1117547048961,146.48599243164062,1060200,0.0,0.0,0.0
2021-08-16,145.9324279191779,146.3186228743155,144.7191122130565,145.94207763671875,1143900,0.0,0.0,0.0
2021-08-17,144.728750167247,144.728750167247,141.7775426704832,143.11636352539062,1850700,0.0,0.0,0.0
2021-08-18,142.91687027621654,143.79225453504466,141.03735534684185,141.22402954101562,1879200,0.0,0.0,0.0
2021-08-19,140.3389507577447,143.16144157559407,139.25115504141377,142.38259887695312,2175600,0.0,0.0,0.0
2021-08-20,142.7623556732949,143.70533196383948,141.7421521776785,143.45108032226562,1798200,0.0,0.0,0.0
2021-08-23,144.94118705943208,147.68643619462927,144.94118705943208,147.4901123046875,2181000,0.0,0.0,0.0
2021-08-24,147.91493563429583,148.36551118959966,147.23587537172,147.4901123046875,1662900,0.0,0.0,0.0
2021-08-25,148.07263340541826,149.71077257857905,147.9889681354428,148.6133270263672,2274300,0.0,0.0,0.0
2021-08-26,148.43630264919682,149.33100089607234,147.53516634643645,148.75169372558594,2284500,0.0,0.0,0.0
2021-08-27,148.83540236057152,151.7705229159472,148.62620233504146,151.59030151367188,2404500,0.0,0.0,0.0
