Ticker,5Y Total Return (%),Annualized Volatility (%)
INTC,-35.38712954762882,39.17487393224193
AIG,241.06999735471035,27.109078909370893
GM,108.81059467456011,37.41252464080766
STM,-1.3122955091706245,42.20420463639901
SOXX,167.2275448774985,34.72490352380664
