RP_COMPANY_ID,COMPANY_NAME,COUNTRY,SECTOR
57CAAB,Vertex Pharmaceuticals Inc.,United States,Health Care
9ECAE2,Equasens S.A.,France,Technology
C7F68B,Trelleborg AB,Sweden,Industrials
526AB6,Manappuram Finance Ltd.,India,Financials
63D2BA,Kandenko Co. Ltd.,Japan,Utilities
68E3E0,B&G Foods Inc.,United States,Consumer Goods
5D093E,Aisin Corp.,Japan,Consumer Goods
43E90A,TortoiseEcofin Acquisition Corp. III,Cayman Islands,Financials
6A460B,Suofeiya Home Collection Co. Ltd.,China,Consumer Goods
DBF436,Kinsus Interconnect Technology Corp.,Taiwan,Technology
9FD2D9,Enovis Corp.,United States,Health Care
7B87F7,GungHo Online Entertainment Inc.,Japan,Consumer Goods
4398A2,Y-mAbs Therapeutics Inc.,United States,Health Care
F36E07,Adesso SE,Germany,Technology
3435D2,NetLink NBN Trust,Singapore,Technology
EB12C1,Keikyu Corp.,Japan,Consumer Services
1C599A,Encore Capital Group Inc.,United States,Financials
221AD7,Align Technology Inc.,United States,Health Care
7AB8D4,Sanoma Oyj,Finland,Consumer Services
7D77DA,Zhejiang Daily Digital Culture Group,China,Industrials
JYCOLR,CSPC Innovation Pharmaceutical Co. Ltd.,China,Health Care
94756D,Distribution Solutions Group Inc.,United States,Industrials
E47B36,Icosavax Inc.,United States,Health Care
5DAF89,Dun & Bradstreet Holdings Inc.,United States,Technology
21622F,Shanghai Vital Deeptech Co. Ltd.,China,Financials
2AAFA3,Mister Car Wash Inc.,United States,Consumer Services
16C544,HA Sustainable Infrastructure Capital Inc.,United States,Financials
56B2D3,Loncin Motor Co. Ltd.,China,Consumer Goods
33ECE5,Web Travel Group Ltd.,Australia,Consumer Services
917542,China Greatwall Technology Grp Co. Ltd.,China,Technology
E728B1,Beijing Thunisoft Corp. Ltd.,China,Technology
D8E003,TD Synnex Corp.,United States,Technology
EF71D6,Prosegur Compania de Seguridad S.A.,Spain,Industrials
EBM2J9,Piotech Inc.,China,Technology
DF5E63,SBI Shinsei Bank Ltd.,Japan,Financials
CD1A7E,Toromont Industries Ltd.,Canada,Industrials
55A6A7,Namib Minerals Co.,Cayman Islands,Basic Materials
D1887D,TX Group AG,Switzerland,Consumer Services
6232F6,ICG Enterprise Trust PLC,United Kingdom,Financials
6E8349,Carter's Inc.,United States,Consumer Goods
35FEDA,Idorsia Ltd.,Switzerland,Health Care
3CCC90,Northern Trust Corp.,United States,Financials
328876,China Gold,China,Consumer Goods
0BB903,Alibaba Group Holding Ltd.,Cayman Islands,Consumer Services
B021EB,Morimatsu International Hldgs Co. Ltd.,Hong Kong SAR,Industrials
B05000,eXp World Holdings Inc.,United States,Financials
69D9DB,Diversey Holdings Ltd. (Cayman Islands),Cayman Islands,Health Care
20D00A,Antero Resources Corp.,United States,Energy
BFEBDF,Cimpress PLC,Ireland,Industrials
9NLHGB,Shandong Pharmaceutical Glass Co. Ltd.,China,Industrials
E30F57,Yiling Pharmaceutical Co. Ltd.,China,Health Care
99C624,Kakaku.com Inc.,Japan,Technology
D21EF3,Garmin Ltd.,Switzerland,Consumer Goods
C99FEF,Create SD Holdings Co. Ltd.,Japan,Consumer Services
CFF15D,Qualcomm Inc.,United States,Technology
574634,Chengdu Xingrong Environment Co. Ltd.,China,Utilities
4410CC,Zhejiang Jiahua Energy Chem Ind Co. Ltd.,China,Basic Materials
CD1CB8,Zetrix AI Bhd.,Malaysia,Industrials
2C08B7,Jiumaojiu International Holdings Ltd.,Cayman Islands,Consumer Services
1987BE,Nuveen Municipal Value Fund Inc.,United States,Financials
33B0C5,JDE Peet's N.V.,The Netherlands,Consumer Goods
7A0683,COFCO Sugar Holding Co. Ltd.,China,Consumer Goods
DE20DF,Seritage Growth Properties LP,United States,Real Estate
9B4066,Terreno Realty Corp.,United States,Real Estate
AB85B8,Xinjiang Comms Construction Grp Co. Ltd.,China,Industrials
BBDA54,Ezaki Glico Co. Ltd.,Japan,Consumer Goods
F3D459,Evotec SE,Germany,Health Care
7E988D,CBRE Clarion Global Real Estate Income Fd,United States,Financials
A8674F,Northwest Natural Holding Co.,United States,Utilities
8C56DE,Ramkhamhaeng Hospital PCL,Thailand,Health Care
47A3AC,Taiyo Holdings Co. Ltd.,Japan,Basic Materials
C1300D,Royal Unibrew A/S,Denmark,Consumer Goods
G3AK4Q,Sinosoft Co. Ltd.,China,Technology
719B43,Aareal Bank AG,Germany,Financials
E094EB,Smith & Nephew PLC,United Kingdom,Health Care
2093B1,Merchants Bancorp Co.,United States,Financials
8782BA,Sundram Fasteners Ltd.,India,Consumer Goods
D9C07E,Croda International PLC,United Kingdom,Basic Materials
5E3910,Dream Industrial REIT,Canada,Real Estate
9E87BB,Trident Ltd.,India,Basic Materials
0DC050,Knowles Corp.,United States,Industrials
9F09C9,Halma PLC,United Kingdom,Health Care
7431D4,Hikari Tsushin Inc.,Japan,Telecommunications
E0700C,Nanya Technology Corp.,Taiwan,Technology
QMWC1R,Anhui Tongguan Copper Foil Grp Co. Ltd.,China,Basic Materials
873D9D,Imerys S.A.,France,Basic Materials
7EE31D,DocGo Inc.,United States,Health Care
QDI0GK,Beijing Tieke Shougang Rlway-Tech Co. Ltd.,China,Industrials
473232,RLX Technology Inc.,Cayman Islands,Consumer Goods
0FE503,Ambrx Biopharma Inc.,United States,Health Care
5D8797,Beijing Dahao Technology Corp. Ltd.,China,Technology
F1EE65,Nippon Gas Co. Ltd.,Japan,Utilities
B3C2C7,Perpetual Ltd.,Australia,Financials
509A43,Shanxi Zhendong Pharmaceutical Co. Ltd.,China,Health Care
59872F,Nutanix Inc.,United States,Technology
4ECD1A,Dillard's Inc.,United States,Consumer Services
A3DD45,Hubei Chutian Smart Comm Co. Ltd.,China,Industrials
47B3B5,Champion Real Estate Investment Trust,Hong Kong SAR,Real Estate
5A495A,Datang Telecom Technology Co. Ltd.,China,Technology
CEC128,Toyota Motor Corp.,Japan,Consumer Goods
22E3FB,Sangfor Technologies Inc.,China,Technology
9A3F7E,Pax Global Technology Ltd.,Bermuda,Technology
F613E8,DBS Group Holdings Ltd.,Singapore,Financials
86A1B9,The Cigna Group,United States,Health Care
WFCQA5,AREIT Inc.,Philippines,Real Estate
B9179D,Change Holdings Inc.,Japan,Technology
2F40E5,Xiaomi Corp.,China,Technology
F8E53E,Qilu Bank Co. Ltd.,China,Financials
6C6C04,eQ Oyj,Finland,Financials
24D81E,Domino's Pizza Inc.,United States,Consumer Services
DDA26D,China Conch Venture Holdings Ltd.,Cayman Islands,Energy
4A1D97,Shanghai Aerospace Automobile,China,Consumer Goods
FC6365,Bain Capital Specialty Finance Inc.,United States,Financials
ABD9F9,SISB Public Co. Ltd.,Thailand,Consumer Services
E7D47B,Marvell Technology Inc.,United States,Technology
4F1432,Manawa Energy Ltd.,New Zealand,Utilities
9CECD3,EnerVest Diversified Income Trust,Canada,Financials
9414CF,Interparfums S.A.,France,Consumer Goods
119CB6,Old Dominion Freight Line Inc.,United States,Industrials
6B7B90,Reservoir Media Inc.,United States,Financials
0MBP1V,Jenkem Technology Co. Ltd.,China,Health Care
C5C137,Macy's Inc.,United States,Consumer Services
4B7006,Workday Inc.,United States,Technology
0FF577,Hebei Hengshui Laobaigan Liquor Co. Ltd.,China,Consumer Goods
1C9E2B,ConvaTec Group PLC,United Kingdom,Health Care
9F2D98,Endava PLC,United Kingdom,Technology
C1E0E5,Inwit SpA,Italy,Telecommunications
717DB4,Cohu Inc.,United States,Technology
E61D30,Allspring Multi-Sector Income Fund,United States,Financials
54100B,Suning Universal Co. Ltd.,China,Real Estate
A57F82,BlackRock Energy & Resources Trust,United States,Financials
142762,Dian Diagnostics Group Co. Ltd.,China,Health Care
C24FAF,Deutsche Boerse AG,Germany,Financials
F2A4F7,Mirae Asset Securities Co. Ltd.,South Korea,Financials
2DD58E,Indian Oil Corp. Ltd.,India,Energy
72CFF7,China Resources Land Ltd.,Cayman Islands,Real Estate
FD83D1,BellRing Brands Inc.,United States,Consumer Services
134092,Advanced Micro-Fab Equipment Inc. (AMEC),China,Technology
C85E94,SoFi Technologies Inc.,United States,Financials
3995C3,Kakaopay Corp.,South Korea,Financials
2EB04E,Lyft Inc.,United States,Consumer Services
3E8A65,Liberty All-Star Equity Fund,United States,Financials
25A6CC,Merit Medical Systems Inc.,United States,Health Care
F0F3E1,CaixaBank S.A.,Spain,Financials
18D820,Ain Holdings Inc.,Japan,Consumer Services
054B55,Franchise Group Inc.,United States,Consumer Services
BDD12C,Whirlpool Corp.,United States,Consumer Goods
3188EC,JD.com Inc.,Cayman Islands,Consumer Services
D80QUD,Aspen Technology Inc.,United States,Technology
BBB4BB,Genting Bhd,Malaysia,Consumer Services
CEF09A,MR D.I.Y. Group (M) Sdn. Bhd.,Malaysia,Consumer Services
04BBFE,Barco N.V.,Belgium,Industrials
5C1132,Jiangsu Donghua Testing Tech Co. Ltd.,China,Industrials
1D7BE3,Capitec Bank Holdings Ltd.,South Africa,Financials
0F91FC,Forrester Research Inc.,United States,Industrials
2267AC,Nanjing Securities Co. Ltd.,China,Financials
07EC43,Cognizant Technology Solutions Corp.,United States,Technology
8BD0C7,Hartalega Holdings Bhd.,Malaysia,Health Care
60D642,NerdWallet Inc.,United States,Financials
C1114B,Kelly Services Inc.,United States,Industrials
B62545,Corbion N.V.,The Netherlands,Consumer Goods
E56330,Apollo Tyres Ltd.,India,Consumer Goods
1141E0,Hualan Biological Engineering Inc.,China,Health Care
AD0351,Guangzhou Shiyuan Electronic Tech Co. Ltd.,China,Industrials
03542C,American Vanguard Corp.,United States,Basic Materials
8B38DB,Nolato AB,Sweden,Basic Materials
8141AB,PennantPark Investment Corp.,United States,Financials
A4ACD4,Sunstone Development Co. Ltd.,China,Basic Materials
A13149,ASSA ABLOY AB,Sweden,Industrials
2C61B6,Pro Medicus Ltd.,Australia,Technology
CWTL3P,Robotechnik Intelligent Tech Co. Ltd.,China,Industrials
A4443B,TKP Corp.,Japan,Industrials
E2F130,Lindsay Corp.,United States,Industrials
966ACE,Marinus Pharmaceuticals Inc.,United States,Health Care
201465,Toray Industries Inc.,Japan,Consumer Goods
07C907,Marten Transport Ltd.,United States,Industrials
36C09B,TG Therapeutics Inc.,United States,Health Care
AECCA9,Greif Inc.,United States,Industrials
B09B1F,Stoneridge Inc.,United States,Consumer Goods
16CEB4,Yealink Network Technology Corp. Ltd.,China,Technology
7B465F,Nxera Pharma Co. Ltd.,Japan,Health Care
8B84AF,Nuvoton Technology Corp.,Taiwan,Technology
69ACD1,Deutsche EuroShop AG,Germany,Real Estate
SNKMGL,Technoprobe S.p.A.,Italy,Technology
E3F46E,TaskUs Inc.,United States,Technology
69A681,Oneness Biotech Co. Ltd.,Taiwan,Health Care
03Z35O,Beijing Elec Zone High-Tech Grp Co. Ltd.,China,Real Estate
06C826,Darling Ingredients Inc.,United States,Consumer Goods
5D5350,Suruga Bank Ltd.,Japan,Financials
1QW3DL,Ghitha Holding PJSC,United Arab Emirates,Consumer Services
5B911A,CSN Mineracao SA,Brazil,Basic Materials
28F5F2,Taiwan Cogeneration Corp.,Taiwan,Utilities
0820E6,Taiheiyo Cement Corp.,Japan,Industrials
D697DE,Rimini Street Inc.,Cayman Islands,Financials
135E12,Xinjiang Qingsong Building Mats & Chem,China,Industrials
922F0C,First Merchants Corp.,United States,Financials
0622D7,Wens Foodstuff Group Co. Ltd.,China,Consumer Goods
CEBCE8,Western Metal Materials Co. Ltd.,China,Basic Materials
2B8179,Protagonist Therapeutics Inc.,United States,Health Care
F6F77E,Bodycote PLC,United Kingdom,Industrials
B5297C,Fidelity China Special Situations PLC,United Kingdom,Financials
JXUTOB,IAT Automobile Technology Co. Ltd.,China,Consumer Goods
C3782F,TKD Science & Technology Co. Ltd.,China,Industrials
AF5058,Mercury NZ Ltd.,New Zealand,Utilities
F0F4A0,The Law Debenture Corp. PLC,United Kingdom,Financials
8665E1,Tsinghua Tongfang Co. Ltd.,China,Technology
62772E,Pressance Corp. Co. Ltd.,Japan,Real Estate
E2D55D,Immofonds Inc.,Switzerland,Real Estate
FACF19,Walgreens Boots Alliance Inc.,United States,Consumer Services
785737,Kajaria Ceramics Ltd.,India,Industrials
DM7AIQ,Northking Information Tech Co. Ltd.,China,Industrials
382EAE,Gray Media Inc.,United States,Consumer Services
5FDD76,Kenedix Retail REIT Corp.,Japan,Real Estate
57C915,PT Vale Indonesia Tbk,Indonesia,Basic Materials
1A9CAF,Dassault Aviation S.A.,France,Industrials
349751,Accent Group Ltd.,Australia,Consumer Services
747219,Uniti Group Inc.,United States,Real Estate
075C8B,Mobile World Investment Corp.,Vietnam,Consumer Services
D7EKDP,CICT Mobile Communication Tech Co. Ltd.,China,Technology
E7530B,Nanjing Pharmaceutical Group Co. Ltd.,China,Health Care
60A286,Magna International Inc.,Canada,Consumer Goods
5BF37B,Fidelity Special Values PLC,United Kingdom,Financials
D4EDBG,Hunan Goke Microelectronics Co. Ltd.,China,Technology
BD2091,Getac Holdings Corp.,Taiwan,Technology
102727,Home Bancorp Inc.,United States,Financials
CDAA9D,Lotte Fine Chemical Co. Ltd.,South Korea,Basic Materials
E0C874,Ambarella Inc.,Cayman Islands,Industrials
F67584,Inner Mongolia Berun Chemical Co. Ltd.,China,Consumer Services
01141B,HDFC Asset Management Co. Ltd.,India,Financials
F2C812,Japan Aviation Electronics Industry Ltd.,Japan,Industrials
3D965C,CP Axtra PCL (Old),Thailand,Consumer Services
E4012A,Norinco International Cooperation Ltd.,China,Industrials
DB060D,EC Healthcare Co.,Cayman Islands,Health Care
002A99,Kyntra Bio Inc.,United States,Health Care
D9770F,Chongqing Rural Commercial Bank Co. Ltd.,China,Financials
2A9078,Kansai Electric Power Co. Inc.,Japan,Utilities
8C8BF4,Mirion Technologies Inc.,United States,Financials
780B17,Taichung Commercial Bank Co. Ltd.,Taiwan,Financials
4AAOK7,Entergy Utility Enterprises Inc.,United States,Utilities
CCE807,AtkinsRéalis Group Inc.,Canada,Industrials
F6DECC,Abu Dhabi National Energy Co. PJSC,United Arab Emirates,Utilities
620DCC,Wondershare Technology Group Co. Ltd.,China,Technology
C4F34E,Otsuka Holdings Co. Ltd.,Japan,Health Care
E2D3F3,Cameco Corp.,Canada,Basic Materials
ADAC01,Chroma Ate Inc.,Taiwan,Industrials
GYSSUQ,Cadre Holdings Inc.,United States,Financials
3107A8,Malaysia Airports Holdings Bhd.,Malaysia,Industrials
71BAE0,Lanzhou Foci Pharmaceutical Co. Ltd.,China,Health Care
314E5A,Munich Re,Germany,Financials
A43176,Plaza SA,Chile,Real Estate
783E77,Cambridge Bancorp,United States,Financials
DD229A,Telecom Argentina S.A.,Argentina,Telecommunications
9CA619,General Mills Inc.,United States,Consumer Goods
9D4EC7,Leggett & Platt Inc.,United States,Consumer Goods
57428A,CKD Corp.,Japan,Industrials
3C7A39,Hensoldt AG,Germany,Industrials
3F3301,Tencent Holdings Ltd.,Cayman Islands,Technology
AA7506,Raiffeisen Bank International AG,Austria,Financials
88D6D1,Eastern Air Logistics Co. Ltd.,China,Industrials
D9CBE0,Jiangsu Boamax Tech Group Co. Ltd.,China,Industrials
EBC84C,Chemed Corp.,United States,Health Care
CA1AE3,Civeo Corp.,Canada,Energy
7F0F3A,Farmers & Merchants Bank of Long Beach,United States,Financials
E34FD4,CSG Holding Co. Ltd.,China,Industrials
0458CF,Yageo Corp.,Taiwan,Industrials
E637E9,Asia Cement Corp.,Taiwan,Industrials
CCDCF8,Basic-Fit N.V.,The Netherlands,Consumer Services
8F4F9B,ABA Chemicals Corp.,China,Basic Materials
09249F,JGC Holdings Corp.,Japan,Industrials
BEDBA7,Corticeira Amorim SGPS S.A.,Portugal,Industrials
741768,Toronto-Dominion Bank Inc.,Canada,Financials
FA3714,Chengtun Mining Group Co. Ltd.,China,Basic Materials
3E4D72,Founder Securities Co. Ltd.,China,Financials
726ADE,Enagas S.A.,Spain,Energy
D2E553,Thor Industries Inc.,United States,Consumer Goods
95FFA2,Xinjiang Zhongtai Chemical Co. Ltd.,China,Basic Materials
B68DEF,EQB Inc.,Canada,Financials
128871,Great Eagle Holdings Ltd.,Bermuda,Consumer Services
3BC466,CapitaLand Retail China Trust,Singapore,Real Estate
E68E62,Rocket Pharmaceuticals Inc.,United States,Health Care
10166A,Schweiter Technologies AG,Switzerland,Industrials
54773E,Shandong Dawn Polymer Co. Ltd.,China,Basic Materials
E61E5B,Coca-Cola Europacific Partners PLC,United Kingdom,Consumer Goods
74A84C,Semiconductor Mfg. International Corp.,Cayman Islands,Technology
3QOVKF,On Holding AG,Switzerland,Consumer Services
CB3F2D,Sok Marketler Ticaret A.S.,Turkey,Consumer Services
D42CB9,InRetail Peru Corp.,Panama,Consumer Services
8DEF95,Crystal International Group Ltd.,Cayman Islands,Consumer Goods
112F8F,SpareBank 1 SMN ASA,Norway,Financials
AEA57C,Jazz Pharmaceuticals PLC,Ireland,Health Care
CDA620,Shenzhen Gas Corp. Ltd.,China,Energy
A94637,AAON Inc.,United States,Industrials
78C90F,Drax Group PLC,United Kingdom,Utilities
DD0F15,Geron Corp.,United States,Health Care
AD0C5B,Kabel Deutschland Holding AG,Germany,Consumer Services
A31EAD,JBM Auto Ltd.,India,Basic Materials
A33BC9,Nanjing Vazyme Biotech Co. Ltd.,China,Health Care
58046D,Metcash Ltd.,Australia,Consumer Services
TFIQW2,Brookfield India Real Estate Trust,India,Real Estate
CHHQIV,Acrobiosystems Co. Ltd.,China,Health Care
6C9A4F,CAR Group Ltd.,Australia,Consumer Services
9465C9,Cogent Biosciences Inc.,United States,Health Care
676D71,Dorian LPG Ltd.,Marshall Islands,Industrials
BB0F4C,ThyssenKrupp AG,Germany,Industrials
3467C7,Austevoll Seafood ASA,Norway,Consumer Goods
GSXDU4,Yangling Metron New Material Co. Ltd.,China,Industrials
2BCFA0,Hulic Co. Ltd.,Japan,Real Estate
782ED9,Nippon Steel Trading Corp.,Japan,Basic Materials
DFEBE8,Morguard Corp.,Canada,Real Estate
AEBB80,Medifast Inc.,United States,Consumer Goods
F00AB1,Zhejiang Wolwo Bio-Pharma Co. Ltd.,China,Health Care
E91ED4,Symbotic Inc.,United States,Technology
D1BBD3,Inner Mongolia Yitai Coal Co. Ltd.,China,Basic Materials
8DDA23,Enterprise Bancorp Inc.,United States,Financials
AFED89,Hoshino Resorts REIT Inc.,Japan,Real Estate
80C400,Standard Motor Products Inc.,United States,Consumer Goods
F0D1AC,Yunnan Aluminium Co. Ltd.,China,Basic Materials
60778B,Liberty Global Ltd.,Bermuda,Consumer Services
2AE2B4,MISC Bhd,Malaysia,Industrials
1D97E0,Hudson Technologies Inc.,United States,Industrials
2336CD,Amedisys Inc.,United States,Health Care
8E75A5,Nyfosa AB,Sweden,Real Estate
9AC71E,SEMrush Holdings Inc.,United States,Technology
5F45A0,Immuneering Corp.,United States,Health Care
596116,Global Industrial Co.,United States,Technology
NG0D2H,ADNOC Drilling Co. PJSC,United Arab Emirates,Energy
07D510,Grindwell Norton Ltd.,India,Basic Materials
0E400E,Gamma Communications PLC,United Kingdom,Telecommunications
FD8AA1,AT & S Austria Tech & Systemtechnik AG,Austria,Industrials
990AD0,Bank of America Corp.,United States,Financials
804708,Stewart Information Services Corp.,United States,Financials
640C39,Tokai Carbon Co. Ltd.,Japan,Basic Materials
CFD4B6,The Shyft Group Inc.,United States,Industrials
E0E897,Allfunds Group PLC,United Kingdom,Financials
B414EC,NexPoint Real Estate Finance Inc.,United States,Real Estate
22E808,Firstgroup PLC,United Kingdom,Consumer Services
DB7014,Federal Realty Interim REIT Co.,United States,Real Estate
6A5536,Krishna Institute of Medical Sci Ltd.,India,Health Care
DF9958,HICL Infrastructure PLC,United Kingdom,Financials
FA7B20,McDonald's Holdings Co. (Japan) Ltd.,Japan,Consumer Services
75F665,Peoples Bancorp Inc.,United States,Financials
543900,The Campbell's Co.,United States,Consumer Goods
0B919D,Denka Co. Ltd.,Japan,Basic Materials
ECE1E3,PT Sarana Menara Nusantara Tbk,Indonesia,Telecommunications
2F1299,Aramark Co.,United States,Consumer Services
9C4FCD,Computershare Ltd.,Australia,Industrials
D9E490,Ginkgo Bioworks Holdings Inc.,United States,Health Care
0F3017,Tianneng Power International Ltd.,Cayman Islands,Consumer Goods
FACCF6,PAMT Corp.,United States,Industrials
FFB016,RWS Holdings PLC,United Kingdom,Industrials
FE86A5,JOEONE Co. Ltd.,China,Consumer Goods
6BD08A,ams-OSRAM AG,Austria,Technology
4101F8,Nayuki Holdings Ltd.,Cayman Islands,Consumer Goods
80F5C9,Future PLC,United Kingdom,Consumer Services
80E97F,Jiangxi Firstar Panel Tech Co. Ltd.,China,Industrials
E2085D,DesCartes Systems Group Inc.,Canada,Technology
C65735,Nuvei Corp.,Canada,Technology
843748,Mitsubishi Logistics Corp.,Japan,Industrials
63072D,BlackRock Enhanced Equity Dividend Trust,United States,Financials
A7F0A5,Emerald Holding Inc.,United States,Consumer Services
F02170,Box Inc.,United States,Technology
5208D5,Guizhou Space Appliance Co. Ltd.,China,Industrials
7677AE,Dogus Otomotiv Servis ve Ticaret A.S.,Turkey,Consumer Services
4BFD9D,Forth Corp. Public Co. Ltd.,Thailand,Technology
ECD945,Asia Pacific Telecom Co. Ltd.,Taiwan,Telecommunications
5F4F59,Metro AG,Germany,Consumer Services
364D85,Caihong Display Devices Co. Ltd.,China,Industrials
N3NI0X,Hubei Junyao Health Drink Co. Ltd.,China,Consumer Goods
C2A773,Nel ASA,Norway,Energy
244CAF,Planet Labs PBC,United States,Financials
4D800D,Inchcape PLC,United Kingdom,Consumer Services
1E83DE,REV Group Inc.,United States,Industrials
DCCE70,Rohto Pharmaceutical Co. Ltd.,Japan,Health Care
A666C8,Goodyear Tire & Rubber Co.,United States,Consumer Goods
168763,NTT Inc.,Japan,Telecommunications
F15E41,Tenaris S.A.,Luxembourg,Basic Materials
E52D34,Eastcompeace Technology Co. Ltd.,China,Industrials
82E58A,New Jersey Resources Corp.,United States,Utilities
6540FD,Cullinan Therapeutics Inc.,United States,Health Care
8817D5,West Bancorporation Inc.,United States,Financials
7B6C88,Dolby Laboratories Inc.,United States,Consumer Services
F3734B,PTT PCL,Thailand,Energy
FA84CE,Max Healthcare Institute Ltd.,India,Health Care
16F464,National Australia Bank Ltd.,Australia,Financials
9E4FA8,Credito Emiliano S.p.A.,Italy,Financials
C8BC65,Cosco Shipping Ports Ltd.,Bermuda,Industrials
F85CC0,Ingredion Inc.,United States,Consumer Goods
QOO7LB,Concentrix Corp.,United States,Technology
AEB91F,Atea ASA,Norway,Technology
4F0EEF,Scientex Bhd.,Malaysia,Industrials
EAA0A7,CarGurus Inc.,United States,Technology
A5B2C3,Beijing Gehua CATV Network Co. Ltd.,China,Consumer Services
F18844,Coty Inc.,United States,Consumer Goods
3A3447,Valvoline Inc.,United States,Consumer Goods
FC80E6,H&E Equipment Services Inc.,United States,Industrials
FA3D22,Kindred Group PLC,Malta,Consumer Services
AA6479,Cementir Holding N.V.,The Netherlands,Industrials
F0EBA3,PureCycle,United States,Basic Materials
AF1A37,POSCO International Corp.,South Korea,Industrials
EEBCEF,Summit Hotel Properties Inc.,United States,Real Estate
MAJZHY,ANZ Group Holdings Ltd.,Australia,Financials
ABB89D,Chugai Pharmaceutical Co. Ltd.,Japan,Health Care
219A11,Julius Baer Group Ltd.,Switzerland,Financials
26F31D,Blackbaud Inc.,United States,Technology
ULHXDZ,Willfar Information Technology Co. Ltd.,China,Technology
89AC21,Corporate Travel Management Ltd.,Australia,Consumer Services
556A9C,SFA Engineering Corp.,South Korea,Industrials
9AF3DC,Kellanova,United States,Consumer Goods
492117,Asbury Automotive Group Inc.,United States,Consumer Services
B3C027,Sands China Ltd.,Cayman Islands,Consumer Services
EB12DC,Sinotruk Hong Kong Ltd.,Hong Kong SAR,Industrials
CE1D0D,KEI Industries Ltd.,India,Industrials
E5F612,PT Bumi Resources Tbk,Indonesia,Basic Materials
E4AF8A,TKC Corp.,Japan,Industrials
FT99TZ,Chengdu Easton Biopharma Co. Ltd.,China,Health Care
7S8UZX,Verano Holdings Corp.,United States,Health Care
9F0B7B,Chailease Holding Co. Ltd.,Cayman Islands,Financials
B4A255,Mitsui Kinzoku Co. Ltd.,Japan,Basic Materials
537F57,Fertilizers & Chemicals Travancore Ltd.,India,Basic Materials
2AC597,Dis-Chem Pharmacies Ltd.,South Africa,Consumer Services
1DDEDA,Cavco Industries Inc.,United States,Consumer Goods
7AE0C8,Fincantieri SpA,Italy,Industrials
977CC8,HBIS Resources Co. Ltd.,China,Industrials
4FB770,Extra Space Storage Inc.,United States,Real Estate
61AC49,BB Biotech AG,Switzerland,Financials
4C17AF,RENOVA Inc.,Japan,Utilities
D77D62,Weibo Corp.,Cayman Islands,Technology
45C87C,BlackRock NY Municipal Income Trust,United States,Financials
D9286B,Nanosonics Ltd.,Australia,Health Care
B597B4,China Animal Husbandry Industry Co. Ltd.,China,Health Care
D72826,M&G PLC,United Kingdom,Financials
86606A,Prosegur Cash SA,Spain,Industrials
86170D,Spotify Technology S.A.,Luxembourg,Consumer Services
F9DD48,Ashmore Group PLC,United Kingdom,Financials
AD07D1,Spring Airlines Co. Ltd.,China,Consumer Services
02B47D,Guangzhou Port Co. Ltd.,China,Industrials
17AH7C,Jinhui Liquor Co. Ltd.,China,Consumer Goods
9DA956,Tongrentang Pharmaceutical,Hong Kong SAR,Health Care
45D146,AGC Inc.,Japan,Industrials
FC467D,Shenzhen Ysstech Info-Tech Co. Ltd.,China,Technology
B76908,Jiangsu SOHO High Hope Group Corp.,China,Consumer Goods
62EFEE,SunCoke Energy Inc.,United States,Basic Materials
E93A40,Dorman Products Inc.,United States,Consumer Goods
0C0597,SiriusPoint Ltd.,Bermuda,Financials
4E87D5,Wanda Film Holding Co. Ltd.,China,Consumer Services
E12047,Ming Yang Smart Energy Group Ltd.,China,Energy
4D371E,Zions Bancorporation N.A.,United States,Financials
C9KKH6,Goodwe Technologies Co. Ltd.,China,Industrials
0CC01F,ServisFirst Bancshares Inc.,United States,Financials
7F1E41,Sino-American Silicon Products Inc.,Taiwan,Technology
39BFF6,Texas Instruments Inc.,United States,Technology
545272,Two Harbors Investment Corp.,United States,Real Estate
2F98A5,J.M. Smucker Co.,United States,Consumer Goods
E09E2B,NVIDIA Corp.,United States,Technology
40BEEB,Montana Aerospace AG,Switzerland,Industrials
96F126,Lockheed Martin Corp.,United States,Industrials
CB6A9C,Donnelley Financial Solutions Inc.,United States,Industrials
CD3691,Nestle S.A.,Switzerland,Consumer Goods
42D154,Invesco Advantage Muni Income Trust II,United States,Financials
33A0F1,SentinelOne Inc.,United States,Technology
304E03,Beixin Road & Bridge Group Co. Ltd.,China,Industrials
253566,iFLYTEK Co. Ltd.,China,Technology
L1E5HF,Alpha Dhabi Holding PJSC,United Arab Emirates,Real Estate
DCDE04,Bank of Nanjing Co. Ltd.,China,Financials
2920D5,Pioneer Natural Resources Co.,United States,Energy
A91068,Suplet Power Co. Ltd.,China,Industrials
A39B17,Akzo Nobel N.V.,The Netherlands,Basic Materials
5B3646,C*Core Technology (Suzhou) Co. Ltd.,China,Technology
D0F24C,abrdn Total Dynamic Dividend Fund,United States,Financials
894B95,HDFC Life Insurance Co. Ltd.,India,Financials
517BED,North Copper Co. Ltd.,China,Consumer Goods
4VNY91,Orange Côte d'Ivoire SA,Ivory Coast,Telecommunications
FE45DD,Neurones S.A.,France,Technology
01478A,Financial Institutions Inc.,United States,Financials
D6AE0C,Tripod Technology Corp.,Taiwan,Industrials
98D58B,Bucher Industries AG,Switzerland,Industrials
C3E504,HMM Co. Ltd.,South Korea,Industrials
6091DD,Freedom Holding Corp.,United States,Energy
626959,HelloFresh SE,Germany,Consumer Services
