RP_COMPANY_ID,COMPANY_NAME,COUNTRY,SECTOR
4EY18V,Yangmei Chemical Co. Ltd.,China,Basic Materials
4D0DAA,Evolv Technologies Holdings Inc.,United States,Technology
6D156D,iRhythm Holdings Inc.,United States,Health Care
31803E,SAGE Therapeutics Inc.,United States,Health Care
7F74AE,Suzhou Victory Precision Manufacture Co. Ltd.,China,Industrials
226F5F,Mexico Fund Inc.,United States,Financials
CCA4FE,Yisheng Livestock & Poultry Breeding,China,Consumer Goods
33AEDA,Ballard Power Systems Inc.,Canada,Energy
17E854,Shandong Xinneng Taishan Power,China,Industrials
12A3A3,FactSet Research Systems Inc.,United States,Consumer Services
900A5C,Landcadia Holdings IV Inc.,United States,Financials
9A6274,Hamburger Hafen und Logistik AG,Germany,Industrials
41B53E,LTC Properties Inc.,United States,Real Estate
1EC5C8,360 One Wam Ltd.,India,Financials
OX35RU,AutoStore Holdings Ltd.,Norway,Industrials
048781,Atlanticus Holdings Corp.,United States,Financials
5B7A25,Adani Power Ltd.,India,Utilities
546A27,Precigen Inc.,United States,Health Care
60F8A4,TE Connectivity PLC,Ireland,Industrials
2E7380,Hangzhou GreatStar Industrial Co. Ltd.,China,Consumer Goods
99ACAD,OUTFRONT Media Inc.,United States,Real Estate
6ABAC9,Nuveen Preferred & Income Securities Fd,United States,Financials
3DCECC,Q2 Holdings Inc.,United States,Technology
ACDC6E,Andritz AG,Austria,Industrials
8FCE98,transcosmos Inc.,Japan,Technology
E9VF6E,Conduit Holdings Ltd.,Bermuda,Financials
A512D4,Indivior Pharmaceuticals Inc.,United Kingdom,Health Care
D6B159,Jenoptik AG,Germany,Industrials
1986FA,Mony Group PLC,United Kingdom,Technology
F4E992,Simulations Plus Inc.,United States,Technology
B111E9,Evergreen Intl Storage & Transport Corp.,Taiwan,Industrials
3BA65E,Press Metal Aluminium Holdings Bhd,Malaysia,Basic Materials
07C9B8,Plan B Media PCL,Thailand,Consumer Services
316094,Source Capital Inc.,United States,Financials
8064F6,Kaltura Inc.,United States,Technology
627395,BPER Banca S.p.A.,Italy,Financials
26FA41,Monarch Casino & Resort Inc.,United States,Consumer Services
4H0GYR,Sinopep-Allsino Bio Pharma Co. Ltd.,China,Health Care
C711C9,Hangcha Group Co. Ltd.,China,Industrials
9E34F3,Qinghai Salt Lake Industry Co. Ltd.,China,Basic Materials
D5D251,Bank Handlowy w Warszawie S.A.,Poland,Financials
A7EF85,Jiangling Motors Corp. Ltd.,China,Consumer Goods
40E162,Evoqua Water Technologies Corp.,United States,Utilities
7B98F0,Financial Street Holding Co. Ltd.,China,Real Estate
F66B58,Quanex Building Products Corp.,United States,Industrials
FC1B88,Epiroc AB,Sweden,Industrials
0E2789,United Utilities Group PLC,United Kingdom,Utilities
925759,Ionis Pharmaceuticals Inc.,United States,Health Care
3BCF24,Camden National Corp.,United States,Financials
495459,GS Yuasa Corp.,Japan,Consumer Goods
43BCDD,Imperial Oil Ltd.,Canada,Energy
1A11D9,PLDT Inc.,Philippines,Telecommunications
14B058,Shanxi Coking Coal Energy Group Co. Ltd.,China,Basic Materials
14FD44,Remgro Ltd.,South Africa,Industrials
673B19,Banca Popolare di Sondrio S.C.A.R.L.,Italy,Financials
7FA282,Bluefield Solar Income Fund Ltd.,Guernsey,Financials
36D94D,Pushpay Holdings Ltd.,New Zealand,Industrials
71B64C,Shenzhen Salubris Pharma Co. Ltd.,China,Health Care
O4SKV4,Shenzhen Honor Electronic Co. Ltd.,China,Industrials
DEF058,Axos Financial Inc.,United States,Financials
DACCEB,Secom Co. Ltd.,Japan,Industrials
46341C,Alliance Witan PLC,United Kingdom,Financials
2AKL90,Eyebright Med Tech (Beijing) Co. Ltd.,China,Health Care
77A4A5,Yangzijiang Shipbuilding Holdings Ltd.,Singapore,Industrials
21F9CA,Corvel Corp.,United States,Health Care
41EFD4,GEA Group AG,Germany,Industrials
4382EB,Sundrug Co. Ltd.,Japan,Consumer Services
4135F7,Strategic Education Inc.,United States,Consumer Services
E8846E,Wells Fargo & Co.,United States,Financials
3E15F6,CubeSmart Co.,United States,Real Estate
A7F4E8,Summerset Group Holdings Ltd.,New Zealand,Health Care
A36466,BillerudKorsnas AB,Sweden,Basic Materials
AED6CF,Centerspace REIT,United States,Real Estate
DBF850,Vedanta Ltd.,India,Energy
CF9054,Hawaiian Electric Industries Inc.,United States,Utilities
150442,YPF S.A.,Argentina,Energy
CC339B,Gentex Corp.,United States,Consumer Goods
2E0496,Verisk Analytics Inc.,United States,Industrials
E4B173,Kohnan Shoji Co. Ltd.,Japan,Consumer Services
3CA333,China Intl Marine Containers Group,China,Industrials
ADD109,CCL Industries Inc.,Canada,Industrials
6F92A9,PennyMac Financial Services Inc.,United States,Financials
D24C5D,Eldorado Gold Corp.,Canada,Basic Materials
AACC99,Chunghwa Telecom Co. Ltd.,Taiwan,Telecommunications
6JLIJI,Shenzhen Kedali Industry Co. Ltd.,China,Consumer Goods
2C3E70,Shanghai Bright Meat Group Co. Ltd.,China,Consumer Goods
7EBC5B,Sika AG,Switzerland,Industrials
915E7B,Sunstone Hotel Investors Inc.,United States,Real Estate
C4D0D7,Yunnan Botanee Biotechnology Gp Co. Ltd.,China,Consumer Goods
5B05DB,Aeon REIT Investment Corp.,Japan,Real Estate
BFB866,Huabao Flavours & Fragrances Co. Ltd.,China,Basic Materials
4E913D,Cass Information Systems Inc.,United States,Industrials
89A823,Sam-A Aluminium Co. Ltd.,South Korea,Basic Materials
8FFD2D,London Stock Exchange Group PLC,United Kingdom,Financials
736AB6,STMicroelectronics N.V.,The Netherlands,Technology
98D33E,Weis Markets Inc.,United States,Consumer Services
A37DDC,Television Francaise 1 S.A.,France,Consumer Services
8C6C1B,Ross Stores Inc.,United States,Consumer Services
79AF3D,Asia Vital Components Co. Ltd.,Taiwan,Industrials
D3C551,Amano Corp.,Japan,Industrials
6BA735,Aotecar New Energy Technology Group Co. Ltd.,China,Consumer Goods
E9D2A2,Berner Kantonalbank AG,Switzerland,Financials
7C1C76,BioNTech SE,Germany,Health Care
F1C75C,RTL Group SA,Luxembourg,Consumer Services
6CBFF2,Talkweb Information System Co. Ltd.,China,Consumer Services
6D0CAB,Cabot Corp.,United States,Basic Materials
856E51,Beijing Career International Co. Ltd.,China,Industrials
422CE3,Nordstrom Inc.,United States,Consumer Services
1A81A1,Asia-Potash Intl Inv Guangzhou Co. Ltd.,China,Basic Materials
F7FCA4,Archrock Inc.,United States,Energy
53C864,PT Capital Financial Indonesia Tbk,Indonesia,Financials
0C6D81,Kesko Oyj,Finland,Consumer Services
2C7505,Alnylam Pharmaceuticals Inc.,United States,Health Care
0F5704,Harvey Norman Holdings Ltd.,Australia,Consumer Services
1C8492,Levima Advanced Materials Corp.,China,Basic Materials
5A6336,Trane Technologies PLC,Ireland,Industrials
CD2DA4,The Cooper Companies Inc.,United States,Health Care
15A388,Parsons Corp.,United States,Industrials
F9E182,AMMB Holdings Bhd,Malaysia,Financials
B1FD5A,Sansan Inc.,Japan,Industrials
VB8928,Tibet Rhodiola Pharma Holding Co.,China,Health Care
0F62CE,SCCC (Siam City Cement PLC),Thailand,Industrials
B0BB37,Dottikon Es Holding AG,Switzerland,Basic Materials
GPN1AM,Leshan Giantstar Farming&Husbandry,China,Consumer Goods
7999F3,Ventas Inc.,United States,Real Estate
0C8D82,Chart Industries Inc.,United States,Industrials
78C905,Jiangxi Special Electric Motor Co. Ltd.,China,Industrials
8B1ED3,Hexagon AB,Sweden,Technology
B53CC0,Sichuan Hexie Shuangma Co. Ltd.,China,Industrials
1507F4,Aptus Value Housing Finance India Ltd.,India,Financials
E3E5E9,Toyoda Gosei Co. Ltd.,Japan,Consumer Goods
8863E0,Mainstreet Equity Corp.,Canada,Real Estate
7710F3,ViewRay Inc.,United States,Health Care
797705,Compagnie de l'Odet S.A.,France,Industrials
CA3713,Pangda Automobile Trade Co. Ltd.,China,Consumer Services
9833A1,Plus Alpha Consulting Co. Ltd.,Japan,Industrials
EA46CA,Coastal Financial Corp. (Washington),United States,Financials
CDE51C,Qualys Inc.,United States,Technology
3635DE,Perion Network Ltd.,Israel,Technology
F751A4,First Quantum Minerals Ltd.,Canada,Basic Materials
3919A9,Fuji Corp. (Machinery),Japan,Industrials
672DCF,Wuxi Lead Intelligent Equipment Co. Ltd.,China,Industrials
16C7F0,Prosperity Bancshares Inc.,United States,Financials
9E575E,Revance Therapeutics Inc.,United States,Health Care
0F3A8B,S.F. Holding Co. Ltd.,China,Industrials
9EA947,Allison Transmission Holdings Inc.,United States,Industrials
W2I34Z,EuroAPI S.A.,France,Health Care
606CD3,PNB Housing Finance Ltd.,India,Financials
1A4D13,Sany Heavy Equipment Intl Hldgs Co. Ltd.,Cayman Islands,Industrials
7AA76F,Chengdu B-ray Media Co. Ltd.,China,Consumer Services
4599EA,WPG Holdings Ltd.,Taiwan,Technology
SGN2TG,Shandong Bohui Paper Industry Co. Ltd.,China,Basic Materials
8A67FB,Jiajiayue Group Co. Ltd.,China,Consumer Services
FXOOB7,Avic (Chengdu) UAS Co. Ltd.,China,Industrials
146CEC,Banpu Public Co. Ltd.,Thailand,Basic Materials
CDFCC9,Microchip Technology Inc.,United States,Technology
17AE3E,AllianceBernstein Nat Muni Income Fund Inc.,United States,Financials
PL177A,Welltower Inc.,United States,Real Estate
AA81E5,DB HiTek Co. Ltd.,South Korea,Technology
AFD1CA,BJ's Restaurants Inc.,United States,Consumer Services
C6C46B,Personal Assets Trust PLC,United Kingdom,Financials
99804D,Baosheng Sci & Tech Innovation Co. Ltd.,China,Telecommunications
21DED4,Fortune Brands Innovations Inc.,United States,Consumer Goods
O1STQ6,Wuxi NCE Power Co. Ltd.,China,Technology
094D5F,Shanghai Jin Jiang Intl Hotels Co. Ltd.,China,Consumer Services
639BD6,Kforce Inc.,United States,Industrials
1D5C51,Digimarc Corp.,United States,Technology
F46EC9,Xylem Inc.,United States,Industrials
E3FC9C,Standard Chartered PLC,United Kingdom,Financials
V9ZW6E,Instructure Holdings Inc.,United States,Financials
935DB1,HL Mando Corp.,South Korea,Consumer Goods
0EDDB4,Daido Steel Co. Ltd.,Japan,Basic Materials
C019B5,Hoya Corp.,Japan,Health Care
35E026,Wabash National Corp.,United States,Industrials
E7A0E3,GCP Infrastructure Investments Ltd.,Jersey,Financials
E1CD35,Centrus Energy Corp.,United States,Basic Materials
DB8B61,Prima Meat Packers Ltd.,Japan,Consumer Goods
AD1ACF,Tyson Foods Inc.,United States,Consumer Goods
58DAC2,Motic (Xiamen) Electric Group Co. Ltd.,China,Industrials
2227FD,BlackRock Income Trust Inc.,United States,Financials
CAB222,PTC Therapeutics Inc.,United States,Health Care
692904,STEF SA,France,Industrials
12593E,Jack Technology Co. Ltd.,China,Industrials
CC7C04,Shenyang Machine Tool Co. Ltd.,China,Industrials
4523D3,Carl Zeiss Meditec AG,Germany,Health Care
BE86A1,The First of Long Island Corp.,United States,Financials
3F81B5,GC Biopharma Corp.,South Korea,Health Care
0B9B7F,Nine Entertainment Co. Holdings Ltd.,Australia,Consumer Services
45CF4C,Bath & Body Works Inc.,United States,Consumer Services
E1E71E,Dexus Co.,Australia,Real Estate
943239,Yelp Inc.,United States,Consumer Services
GPI3KR,N-able Inc.,United States,Technology
C318CA,Aberdeen Group PLC,United Kingdom,Financials
7C790D,Addus HomeCare Corp.,United States,Health Care
83D00D,Tiandi Science & Technology Co. Ltd.,China,Industrials
36524E,Sanjiang Shopping Club Co. Ltd.,China,Consumer Services
1EEE64,CECEP Wind-Power Corp.,China,Energy
BFBFD1,Kyland Technology Co. Ltd.,China,Technology
520440,AVI Global Trust PLC,United Kingdom,Financials
B4FD89,Sino Geophysical Co. Ltd.,China,Energy
DFB81B,Latham Group Inc.,United States,Industrials
9355E8,DoHome Public Co. Ltd.,Thailand,Consumer Services
5BA1FF,FiscalNote Holdings Inc.,Cayman Islands,Technology
83002E,Metropolitan Bank & Trust Co.,Philippines,Financials
58F2D4,Curaleaf Holdings Inc.,Canada,Health Care
CD2110,Salcef Group S.p.A.,Italy,Financials
1870EA,Indian Energy Exchange Ltd.,India,Consumer Services
E66653,Huali Industrial Group Co. Ltd.,China,Consumer Goods
D397A3,Jinneng Holding Shanxi Coal Ind Co. Ltd.,China,Basic Materials
31D57B,BFF Bank S.p.A.,Italy,Financials
691BA6,Entra ASA,Norway,Real Estate
EC70EC,CNX Resources Corp.,United States,Energy
E53FB1,Veea Inc.,Cayman Islands,Technology
GDMCC4,Ascential Plc,United Kingdom,Consumer Services
2FEAF6,Henan Lingrui Pharmaceutical Co. Ltd.,China,Health Care
4C5D7D,AddLife AB,Sweden,Health Care
C1146E,Gemdale Properties & Inv Corp. Ltd.,Bermuda,Real Estate
6C4B5C,Aryzta AG,Switzerland,Consumer Goods
A75D43,Digi International Inc.,United States,Technology
2AF764,FirstService Corp.,Canada,Real Estate
90A247,Getein Biotech Inc.,China,Health Care
F7902B,Silicon Labs,United States,Technology
5C2A47,Ceva Inc.,United States,Technology
DAFED3,Lear Corp.,United States,Consumer Goods
5AFB50,Hua Hong Semiconductor Ltd.,Hong Kong SAR,Technology
B11B1F,Hosken Consolidated Investments Ltd.,South Africa,Financials
A26348,GRG Metrology and Test Group Co. Ltd.,China,Industrials
C0C586,Suzhou Weizhixiang Food Co. Ltd.,China,Consumer Goods
AB3A83,Shenzhen Zhenye (Group) Co. Ltd.,China,Real Estate
EF76C8,Capitol Federal Financial Inc.,United States,Financials
414FFF,PVH Corp.,United States,Consumer Goods
7F94B6,Matsui Securities Co. Ltd.,Japan,Financials
706DB7,CPFL Energia S.A.,Brazil,Utilities
DD0F21,Centamin Ltd.,Jersey,Basic Materials
0C7EB5,Shandong Hualu-Hengsheng Chem Co. Ltd.,China,Basic Materials
0294AC,Air France-KLM S.A.,France,Consumer Services
2490CA,ITI Ltd.,India,Technology
2DA651,Globus Medical Inc.,United States,Health Care
6AFAED,Dalata Hotel Group PLC,Ireland,Consumer Services
D06BDF,MeiG Smart Technology Co. Ltd.,China,Telecommunications
A03871,Bajaj Finance Ltd.,India,Financials
5CF24A,Mercury Systems Inc.,United States,Industrials
551EEF,Elanco Animal Health Inc.,United States,Consumer Goods
B4KQ36,Majorel Group Luxembourg SA,Luxembourg,Industrials
1A6A94,Office Properties Income Trust,United States,Real Estate
ED869A,Iberdrola S.A.,Spain,Utilities
4D61F9,Man Wah Holdings Ltd.,Bermuda,Financials
DE19F6,Raia Drogasil S.A.,Brazil,Consumer Services
61D1D0,Standard Bank Group Ltd.,South Africa,Financials
896771,Churchill Downs Inc.,United States,Consumer Services
7FC274,Alibaba Health Info Tech Ltd.,Bermuda,Technology
13D9E5,PT Astra Agro Lestari Tbk,Indonesia,Consumer Goods
31A4A3,CEVIA Enviro Inc.,China,Industrials
3CDB78,Origin Materials Inc.,Cayman Islands,Basic Materials
B4D345,United Renewable Energy Co. Ltd.,Taiwan,Energy
21CA50,Kurita Water Industries Ltd.,Japan,Industrials
736D58,Finning International Inc.,Canada,Industrials
CA14CC,Safety Insurance Group Inc.,United States,Financials
E1BD05,Mitek Systems Inc.,United States,Technology
9461D6,Joincare Pharmaceutical Group,China,Health Care
C16A8F,Olin Corp.,United States,Basic Materials
9BCA9C,Alkami Technology Inc.,United States,Technology
D03C7A,Kinsale Capital Group Inc.,United States,Financials
181C32,Voltronic Power Technology Corp.,Taiwan,Industrials
WHI1AJ,Baoding Tianwei Baobian Elec Co. Ltd.,China,Industrials
58C29F,Disco Corp.,Japan,Industrials
B4C673,Yum! Brands Inc.,United States,Consumer Services
2B7A40,Archer-Daniels-Midland Co.,United States,Consumer Goods
96734F,Sanan Optoelectronics Co. Ltd.,China,Industrials
15107C,Fujitsu General Ltd.,Japan,Consumer Goods
4B9CB4,Discovery Ltd.,South Africa,Financials
3NJAAQ,Crown Advanced Material Co. Ltd.,China,Industrials
809BD6,Hainan Airport Infrastructure Co. Ltd.,China,Real Estate
1F9258,Celsius Holdings Inc.,United States,Consumer Goods
B1A282,IAMGold Corp.,Canada,Basic Materials
ML4823,Empyrean Technology Co. Ltd.,China,Technology
E08431,Braemar Hotels & Resorts Inc.,United States,Real Estate
B8BD37,AerCap Holdings N.V.,The Netherlands,Industrials
02AF75,Fuanna Bedding & Furnishing Co. Ltd.,China,Consumer Goods
1080C0,Kura Oncology Inc.,United States,Health Care
744BBD,Harmony Gold Mining Co. Ltd.,South Africa,Basic Materials
1A4954,Luk Fook Holdings International Ltd.,Bermuda,Consumer Services
0BF198,Insmed Inc.,United States,Health Care
20DC4E,Macatawa Bank Corp.,United States,Financials
25149E,Embracer Group AB,Sweden,Consumer Goods
3555C6,Azbil Corp.,Japan,Industrials
580353,Petkim Petrokimya Holding A.S.,Turkey,Basic Materials
20C57D,Bharat Dynamics Ltd.,India,Industrials
1279ED,Civitas Resources Inc.,United States,Energy
821F2C,Bao Viet Holdings Ltd.,Vietnam,Financials
3A113F,Integra LifeSciences Holdings Corp.,United States,Health Care
43A023,M.Dias Branco S.A.,Brazil,Consumer Goods
EE6F1C,L3Harris Technologies Inc.,United States,Technology
BD682F,Orchid Island Capital Inc.,United States,Real Estate
942633,AMP Ltd.,Australia,Financials
1D4A78,Southern Copper Corp.,Peru,Basic Materials
4BD6DB,First Mid Bancshares Inc.,United States,Financials
21022F,Wingstop Inc.,United States,Consumer Services
34BE6B,Chengdu Fusen Noble-House,China,Industrials
B8EF97,Costco Wholesale Corp.,United States,Consumer Services
8EB500,Games Workshop Group PLC,United Kingdom,Consumer Goods
PQQ5IB,China Resources Jiangzhong Pharmaceutical Co. Ltd.,China,Health Care
409762,Segro PLC,United Kingdom,Real Estate
A23747,IPG Photonics Corp.,United States,Industrials
75VYF0,Vaxxinity Inc.,United States,Health Care
094C76,Hainan Strait Shipping Co. Ltd.,China,Industrials
32F76D,Zhongsheng Group Holdings Ltd.,Cayman Islands,Consumer Goods
23B256,Anhui Wanwei Updated High-Tech Mat Ind. Co. Ltd.,China,Basic Materials
B2498C,Vesuvius PLC,United Kingdom,Industrials
FV5LS8,ESAB Corp.,United States,Industrials
702F40,Bank of Xi'an Co. Ltd.,China,Financials
D564EA,Guangzhou Pearl River Piano Grp Co. Ltd.,China,Consumer Goods
90F347,Synlab AG,Germany,Health Care
B41C3E,Sprott Inc.,Canada,Financials
F837A5,ING Groep N.V.,The Netherlands,Financials
D7A681,L'Oreal S.A.,France,Consumer Goods
AB6C29,Shandong Fengyuan Chemical Co. Ltd.,China,Basic Materials
CD0B3C,Infratil Ltd.,New Zealand,Industrials
B34137,Dynatrace Inc.,United States,Technology
905356,America's Car-Mart Inc.,United States,Consumer Services
8BE69B,Premium Brands Holdings Corp.,Canada,Consumer Goods
9B730A,Regenxbio Inc.,United States,Health Care
E4E5F9,Weaver Network Technology Co. Ltd.,China,Technology
1951F7,Shanxi Meijin Energy Co. Ltd.,China,Basic Materials
512AA9,EirGenix Inc.,Taiwan,Health Care
C886B1,Marqeta Inc.,United States,Technology
D5F62B,Balkrishna Industries Ltd.,India,Consumer Goods
6515DB,Allied Properties REIT,Canada,Real Estate
73F7F9,Smith & Wesson Brands Inc.,United States,Consumer Goods
42F8ED,Orient Corp.,Japan,Financials
E6E3B7,Haisco Pharmaceutical Group Co. Ltd.,China,Health Care
4AB34F,Teijin Ltd.,Japan,Basic Materials
803FED,STR Sub Inc.,United States,Energy
11CA4E,SBI Sumishin Net Bank Ltd.,Japan,Financials
9E9DFE,Siltronic AG,Germany,Technology
6YQ8OQ,Jiangsu General Science Tech Co. Ltd.,China,Consumer Goods
A6907C,Shanghai Golden Bridge InfoTech Co. Ltd.,China,Technology
BFF98A,Generation Bio Co.,United States,Health Care
EC30CC,Rockwool A/S,Denmark,Industrials
98FA0C,Shanghai Waigaoqiao Group Co. Ltd.,China,Real Estate
D90D7F,Piraeus Financial Holdings S.A.,Greece,Financials
1AB808,Staar Surgical Co.,United States,Health Care
C598D7,Brown & Brown Inc.,United States,Financials
6EA9B2,Peloton Interactive Inc.,United States,Consumer Services
86356E,Fine Organic Industries Ltd.,India,Basic Materials
63E143,Tohoku Electric Power Co. Inc.,Japan,Utilities
2B5CA3,EVN AG,Austria,Utilities
B241FF,Peijia Medical Ltd.,Cayman Islands,Health Care
221445,Universal Insurance Holdings Inc.,United States,Financials
F695FE,The Duckhorn Portfolio Inc.,United States,Consumer Goods
4DE444,Nuveen NY AMT-Free Quality Muni Inc. Fd,United States,Financials
507DEB,Lens Technology Co. Ltd.,China,Industrials
D1F5FB,Henan Shenhuo Coal Industary & Electricity Power Corp. Ltd.,China,Basic Materials
0CC62B,ChampionX Corp.,United States,Energy
9C5BA5,The Mosaic Co.,United States,Basic Materials
753070,Isuzu Motors Ltd.,Japan,Industrials
9AAC0C,PT Indofood Sukses Makmur Tbk,Indonesia,Consumer Goods
AC07A5,Weimob Inc.,Cayman Islands,Technology
304BD8,Triveni Turbine Ltd.,India,Industrials
754C35,Elmos Semiconductor SE,Germany,Technology
8BA670,Shinva Medical Instrument Co. Ltd.,China,Health Care
39087B,Ebara Corp.,Japan,Industrials
E089B9,Hangzhou Lianluo Interactive,China,Technology
A7244F,FP Corp.,Japan,Industrials
JR1ETH,PT Alamtri Minerals Indonesia Tbk,Indonesia,Basic Materials
4E4E75,Patterson Cos. Inc.,United States,Health Care
249EC3,Chow Tai Fook Jewellery Group Ltd.,Cayman Islands,Consumer Services
447AE7,Wenzhou Yihua Connector Co. Ltd.,China,Industrials
FEC481,EVA Airways Corp.,Taiwan,Consumer Services
6FC179,ADNOC Distribution PJSC,United Arab Emirates,Energy
3DB111,Canadian Apartment Properties REIT,Canada,Real Estate
DF6A38,Giga-Byte Technology Co. Ltd.,Taiwan,Technology
7C37A3,Eregli Demir ve Celik Fabrikalari T.A.S.,Turkey,Basic Materials
CFPUMY,Crane NXT Co.,United States,Industrials
F731C5,Bure Equity AB,Sweden,Financials
2EB571,Ackermans & Van Haaren N.V.,Belgium,Industrials
5F73E2,Trent Ltd.,India,Consumer Services
5AA0BF,Jizhong Energy Resources Co. Ltd.,China,Basic Materials
5E7E82,Best Buy Co. Inc.,United States,Consumer Services
EF099F,Winbond Life & Health Co. Ltd.,China,Basic Materials
703793,Cangzhou Mingzhu Plastic Co. Ltd.,China,Basic Materials
3B379A,Infocom Corp.,Japan,Technology
147C38,Southern Co.,United States,Utilities
E3FF7E,Beijing GeoEnviron Engr & Tech Inc.,China,Technology
49CC59,Koppers Holdings Inc.,United States,Basic Materials
LATG7N,Beijing Kingsoft Office Software Inc.,China,Technology
6BC6F9,Zillow Group Inc.,United States,Real Estate
C85D8A,Fusion Acquisition Corp. II,United States,Financials
57CB75,Shanghai Kaibao Pharmaceutical Co. Ltd.,China,Health Care
B60366,Vital Farms Inc.,United States,Consumer Goods
0DK210,Beauty Farm Medical & Health Industry Inc.,Cayman Islands,Consumer Services
U9O78W,Chongqing Road & Bridge Co. Ltd.,China,Industrials
69494C,Haynes International Inc.,United States,Basic Materials
99028D,Malibu Boats Inc.,United States,Consumer Goods
1866B2,Turning Point Brands Inc.,United States,Consumer Goods
AA247D,Western Alliance Bancorp.,United States,Financials
8686F2,LG Display Co. Ltd.,South Korea,Industrials
A8AC4C,Heritage-Crystal Clean Inc.,United States,Industrials
E87676,Franklin Electric Co. Inc.,United States,Industrials
33FD3F,LS Electric Co. Ltd.,South Korea,Industrials
2748B2,Piramal Enterprises Ltd.,India,Health Care
0A5FF6,Ajinomoto Co. Inc.,Japan,Consumer Goods
C4A4CC,InterContinental Hotels Group PLC,United Kingdom,Consumer Services
9C34F6,Uni-Sélect Inc.,Canada,Industrials
FF3B5C,Lotte Chemical Corp.,South Korea,Basic Materials
2BF36E,Dentsply Sirona Inc.,United States,Health Care
5DE5A5,Pool Corp.,United States,Consumer Goods
EB591C,Mizuho Leasing Co. Ltd.,Japan,Financials
913437,Priority Technology Holdings Inc.,United States,Consumer Services
25432B,Frasers Group PLC,United Kingdom,Consumer Services
9252A7,Genelux Corp.,United States,Health Care
F702CA,Sonoco Products Co.,United States,Industrials
EB6C9A,Ping An Bank Co. Ltd.,China,Financials
4ECDE9,Zhejiang Hisun Pharmaceutical Co. Ltd.,China,Health Care
C0200F,ManpowerGroup Inc.,United States,Industrials
CF49D3,Origin Property PCL,Thailand,Real Estate
AC642C,WillScot Holdings Corp.,United States,Consumer Goods
583223,Element Solutions Inc.,United States,Basic Materials
378D84,Maoye Commercial Co. Ltd.,China,Consumer Services
E8270E,CTBC Financial Holding Co. Ltd.,Taiwan,Financials
DDB002,Astec Industries Inc.,United States,Industrials
F1CD47,CONMED Corp.,United States,Health Care
6A9004,Valiant Co. Ltd.,China,Basic Materials
2AFE0F,COFCO Biotechnology Co. Ltd.,China,Basic Materials
7ZJSHK,Tansun Technology Co. Ltd.,China,Technology
9043FE,BGC Group Inc.,United States,Financials
6925EB,AnaptysBio Inc.,United States,Health Care
F798D3,Control. Vuela Cia de Aviacion SAB de CV,Mexico,Consumer Services
E894E1,Coloplast A/S,Denmark,Health Care
8822A5,National Bank of Canada,Canada,Financials
4B65EE,Affirm Holdings Inc.,United States,Financials
7166EE,Beijing Wantai Biopharm,China,Health Care
E9E44A,Carrefour S.A.,France,Consumer Services
D77274,System1 Inc.,Cayman Islands,Technology
UZTXQE,Shanghai Gen Healthy Information Tech,China,Health Care
0AD2E3,UFP Technologies Inc.,United States,Industrials
D99B3F,Luye Pharma Group Ltd.,Bermuda,Health Care
23DB08,MaxCyte Inc.,United States,Health Care
5B934F,HighPeak Energy Inc.,United States,Energy
0DD69D,African Rainbow Minerals Ltd.,South Africa,Basic Materials
45CF5C,Axalta Coating Systems Ltd.,Bermuda,Basic Materials
7220F7,Amotiv Ltd.,Australia,Consumer Goods
3BBFD9,Binjiang Group,China,Real Estate
998388,Hindustan Copper Ltd.,India,Basic Materials
290675,Vallourec S.A.,France,Industrials
5FF95F,Equity Bancshares Inc.,United States,Financials
A483EF,Zhuhai Aerospace Microchips Sci & Tech Co. Ltd.,China,Industrials
AEB48D,Bajaj Finserv Ltd.,India,Financials
145243,Shanghai Baolong Automotive Corp.,China,Consumer Goods
F329D5,Kazatomprom JSC NAC,Kazakhstan,Basic Materials
28FFA3,Shenzhen Noposion Crop Science Co. Ltd.,China,Basic Materials
16FC89,Hersha Hospitality Trust,United States,Real Estate
6C75F1,Darktrace Ltd.,United Kingdom,Technology
EFE601,Lamda Development S.A.,Greece,Real Estate
9368BE,The Howard Hughes Corp.,United States,Real Estate
802F56,G-Bits Network Tech (Xiamen) Co. Ltd.,China,Consumer Goods
F3238C,Foosung Co. Ltd.,South Korea,Basic Materials
388C95,Laxmi Organic Industries Ltd.,India,Basic Materials
46CF27,Seacoast Banking Corp. of Florida,United States,Financials
904D6A,Foshan Haitian Flavouring & Food Co. Ltd.,China,Consumer Goods
183D85,Sleemon Healthy Sleep Technology Co. Ltd.,China,Consumer Goods
2554EB,Acropolis Infrastructure Acquisition Corp.,United States,Financials
065A46,SBO AG,Austria,Energy
15F1AC,Guangdong Investment Ltd.,Hong Kong SAR,Utilities
84920B,Blue Bird Corp.,United States,Industrials
04A126,Hunan Jiudian Pharmaceutical Co. Ltd.,China,Health Care
FF4343,Customers Bancorp Inc.,United States,Financials
EB5D45,Ryanair Holdings PLC,Ireland,Consumer Services
C37EBE,POSCO Holdings Inc.,South Korea,Basic Materials
6C0929,Citycon Oyj,Finland,Real Estate
B96B8D,Zhejiang Conba Pharmaceutical Co. Ltd.,China,Health Care
2AC5FC,Sotera Health Co.,United States,Health Care
3HZD0Y,Yankershop Food Co. Ltd.,China,Consumer Goods
3TAOUJ,Amen Bank S.A.,Tunisia,Financials
7D35D8,iRobot Corp.,United States,Consumer Goods
D8ECA1,Bed Bath & Beyond Inc.,United States,Consumer Services
